,player,country,matches,runs,highest_score,batting_avg,100s,wickets,best_bowling_innings,bowling_avg,5wicket_haul,catches_taken,stumping_made,avg_diff,year,allrounder_score
473,Faheem Ashraf ,PAK,6,21,21,10.5,0,11,5/22,9.81,1,2,0,0.68,2018,4.557
474,KM Jadhav ,IND,6,70,28*,70.0,0,6,3/23,23.16,0,2,0,46.83,2018,22.852
475,B Kumar ,IND,6,51,21,17.0,0,6,3/15,37.5,0,0,0,-20.49,2018,-2.6499999999999986
476,RAS Lakmal ,SL,6,44,20,11.0,0,7,3/46,35.57,0,5,0,-24.57,2018,-4.170999999999999
477,Mosaddek Hossain ,BAN,6,53,26*,26.5,0,1,1/8,89.0,0,1,0,-62.49,2018,-15.799999999999997
478,AC Agar ,AUS,5,130,46,26.0,0,4,2/48,58.0,0,2,0,-31.99,2018,-5.799999999999999
479,DM de Silva ,SL,5,147,84,29.4,0,4,2/38,34.75,0,7,0,-5.34,2018,2.535
480,JP Duminy ,SA,5,227,92,56.75,0,2,2/35,70.0,0,1,0,-13.24,2018,2.3000000000000043
481,WP Masakadza ,ZIM,5,24,12,8.0,0,3,1/56,87.0,0,0,0,-78.99,2018,-22.0
482,PWA Mulder ,SA,5,41,19*,13.66,0,5,2/59,40.8,0,3,0,-27.13,2018,-5.275999999999998
483,AL Phehlukwayo ,SA,5,43,24*,21.5,0,9,3/45,28.22,0,0,0,-6.72,2018,2.8339999999999996
484,MP Stoinis ,AUS,5,76,44,15.2,0,3,2/37,74.33,0,0,0,-59.13,2018,-15.318999999999999
485,RA Jadeja ,IND,4,48,25,24.0,0,7,4/29,22.28,0,0,0,1.71,2018,5.016000000000001
486,CBRLS Kumara ,SL,4,10,7*,10.0,0,4,2/34,35.0,0,1,0,-24.99,2018,-5.3
487,Mohammad Nawaz ,3 (PAK,4,33,15*,16.5,0,5,3/57,35.6,0,2,0,-19.09,2018,-2.5799999999999983
488,B Muzarabani ,ZIM,4,6,4,3.0,0,2,1/43,102.0,0,0,0,-98.99,2018,-28.799999999999997
489,HH Pandya ,IND,4,42,21,21.0,0,1,1/70,180.0,0,1,0,-158.99,2018,-45.3
490,MD Shanaka ,SL,4,93,65,23.25,0,1,1/20,39.0,0,0,0,-15.74,2018,-2.099999999999998
491,B Stanlake ,AUS,4,3,2,1.5,0,6,3/35,34.5,0,1,0,-32.99,2018,-7.949999999999999
492,DT Tiripano ,ZIM,4,69,44,23.0,0,2,2/66,125.5,0,1,0,-102.49,2018,-27.849999999999998
493,DS Airee ,NEP,3,92,40,30.66,0,1,1/19,45.0,0,2,0,-14.33,2018,-0.9359999999999982
494,D Bishoo ,WI,3,29,29*,29.0,0,4,2/52,33.25,0,1,0,-4.24,2018,2.825000000000001
495,PKD Chase ,IRE,3,4,4*,4.0,0,2,1/45,65.0,0,0,0,-60.99,2018,-17.3
496,TL Chatara ,ZIM,3,6,5,3.0,0,3,2/49,54.0,0,1,0,-50.99,2018,-14.1
497,JO Holder ,WI,3,33,17,11.0,0,4,2/55,42.0,0,0,0,-30.99,2018,-6.999999999999999
498,GSNFG Jayasuriya ,SL,3,32,18,10.66,0,1,1/22,61.0,0,0,0,-50.33,2018,-13.736
499,P Khadka ,NEP,3,79,51,26.33,0,5,4/26,16.6,0,3,0,9.73,2018,7.052
500,S Lamichhane ,NEP,3,11,8,3.66,0,8,4/24,13.37,0,0,0,-9.7,2018,-0.14699999999999935
501,AR McBrine ,IRE,3,29,16,9.66,0,1,1/46,93.0,0,0,0,-83.33,2018,-23.735999999999997
502,TJ Murtagh ,IRE,3,8,4*,4.0,0,9,4/30,11.11,0,2,0,-7.11,2018,0.9670000000000001
503,AR Nurse ,WI,3,15,7,7.5,0,3,2/53,42.0,0,1,0,-34.49,2018,-8.7
504,KJ O'Brien ,IRE,3,46,22,15.33,0,1,1/45,45.0,0,2,0,-29.66,2018,-7.068
505,WB Rankin ,IRE,3,5,4,5.0,0,4,3/44,24.0,0,0,0,-18.99,2018,-3.999999999999999
506,B Regmi ,NEP,3,13,12,4.33,0,4,2/49,29.0,0,0,0,-24.66,2018,-5.767999999999999
507,JA Richardson ,AUS,3,21,14,10.5,0,5,3/92,42.8,0,1,0,-32.29,2018,-7.139999999999998
508,KW Richardson ,AUS,3,15,14,7.5,0,6,3/51,26.0,0,2,0,-18.49,2018,-3.0
509,LN Roche ,ZIM,3,4,4,2.0,0,2,1/54,78.5,0,1,0,-76.49,2018,-22.150000000000002
510,Simi Singh ,IRE,3,69,36*,34.5,0,1,1/17,67.0,0,3,0,-32.49,2018,-5.9999999999999964
511,Sompal Kami ,NEP,3,88,61,44.0,0,6,3/34,22.16,0,0,0,21.83,2018,12.752000000000002
512,AJ Tye ,AUS,3,34,19,17.0,0,4,2/42,55.75,0,0,0,-38.74,2018,-8.724999999999998
513,Aizaz Khan ,HKG,2,27,27,13.5,0,1,1/41,60.0,0,0,0,-46.49,2018,-12.3
514,CJ Dala ,SA,2,8,5,8.0,0,1,1/57,121.0,0,1,0,-112.99,2018,-32.8
515,BFW de Leede ,NED,2,30,30,15.0,0,1,1/3,15.0,0,1,0,0.0,2018,1.7999999999999998
516,Ehsan Khan ,HKG,2,22,22,11.0,0,4,2/34,24.75,0,0,0,-13.74,2018,-1.8249999999999993
517,Ehsan Nawaz ,HKG,2,11,9,11.0,0,1,1/50,77.0,0,0,0,-65.99,2018,-18.4
518,Karan KC ,NEP,2,0,0,0.0,0,1,1/38,99.0,0,0,0,-98.99,2018,-29.4
519,FJ Klaassen ,NED,2,24,13,12.0,0,6,3/30,11.33,0,0,0,0.66,2018,3.2010000000000005
520,NM Lyon ,AUS,2,4,3*,4.0,0,1,1/38,70.0,0,1,0,-65.99,2018,-19.1
521,KA Maharaj ,SA,2,25,17,12.5,0,2,1/32,34.5,0,0,0,-21.99,2018,-4.75
522,SL Malinga ,SL,2,4,3*,4.0,0,5,4/23,17.8,0,0,0,-13.79,2018,-2.2399999999999998
523,Nazmul Islam ,BAN,2,7,7,7.0,0,1,1/56,85.0,0,1,0,-77.99,2018,-22.4
524,MG Neser ,AUS,2,8,6,4.0,0,2,2/46,60.0,0,0,0,-55.99,2018,-15.8
525,KMA Paul ,WI,2,4,4,4.0,0,1,1/43,120.0,0,3,0,-115.99,2018,-34.1
526,MJG Rippon ,NED,2,54,51,27.0,0,5,3/23,13.8,0,2,0,13.2,2018,8.16
527,PM Seelaar ,NED,2,26,21,13.0,0,5,3/20,14.0,0,0,0,-0.99,2018,2.5
528,KD Shah ,HKG,2,43,26,21.5,0,3,3/39,13.0,0,0,0,8.5,2018,5.6
529,S Snater ,NED,2,12,12,6.0,0,1,1/41,63.0,0,3,0,-56.99,2018,-16.2
530,Soumya Sarkar ,BAN,2,33,33,16.5,0,1,1/19,19.0,0,1,0,-2.49,2018,1.2000000000000002
531,SN Thakur ,IND,2,22,22*,22.0,0,1,1/51,92.0,0,0,0,-69.99,2018,-18.499999999999996
532,UT Yadav ,IND,2,0,0,0.0,0,3,2/70,44.33,0,2,0,-44.33,2018,-12.399
533,Abu Hider ,BAN,1,1,1,1.0,0,2,2/50,25.0,0,1,0,-23.99,2018,-6.5
534,Ahmed Raza ,UAE,1,12,12,12.0,0,4,4/37,9.25,0,1,0,2.75,2018,3.225000000000001
535,MA Aponso ,SL,1,4,4,4.0,0,1,1/55,55.0,0,0,0,-50.99,2018,-14.6
536,Ashfaq Ahmed ,UAE,1,45,45,45.0,0,1,1/27,27.0,0,2,0,18.0,2018,10.200000000000001
537,JO Holder ,WI,17,300,62,25.0,0,11,3/42,56.09,0,11,0,-31.09,2019,-3.527000000000001
538,JE Root ,ENG,17,766,107,54.71,2,2,2/27,32.5,0,17,0,22.21,2019,12.734000000000002
539,AU Rashid ,ENG,16,59,25,14.75,0,15,3/54,49.33,0,5,0,-34.58,2019,-4.398999999999999
540,BA Stokes ,ENG,16,594,89,66.0,0,7,3/23,51.14,0,6,0,14.85,2019,13.158000000000005
541,SS Cottrell ,WI,15,62,17,12.4,0,15,4/56,41.73,0,11,0,-29.33,2019,-3.0589999999999975
542,CR Woakes ,ENG,15,147,40,16.33,0,26,5/54,25.3,1,9,0,-8.97,2019,6.742000000000001
543,JC Archer ,ENG,14,13,7*,3.25,0,23,3/27,24.73,0,4,0,-21.48,2019,0.7809999999999997
544,Soumya Sarkar ,BAN,14,454,73,32.42,0,8,3/56,24.37,0,13,0,8.05,2019,8.057000000000002
545,Mehidy Hasan Miraz ,BAN,13,90,43,15.0,0,11,2/47,55.27,0,4,0,-40.27,2019,-7.280999999999999
546,Mustafizur Rahman ,BAN,13,21,18,5.25,0,30,5/59,26.2,2,4,0,-20.94,2019,3.24
547,CH Gayle ,WI,12,329,87,29.9,0,2,1/8,40.0,0,4,0,-10.09,2019,0.5600000000000005
548,Gulbadin Naib ,AFG,12,217,47,19.72,0,19,6/43,30.52,1,3,0,-10.79,2019,4.432000000000002
549,Mashrafe Mortaza ,BAN,12,34,15,8.5,0,7,3/49,77.85,0,3,0,-69.35,2019,-17.854999999999997
550,Rahmat Shah ,AFG,12,433,113,36.08,1,2,1/12,47.0,0,6,0,-10.91,2019,0.9320000000000004
551,KAJ Roach ,WI,12,32,14*,10.66,0,10,3/36,45.1,0,3,0,-34.43,2019,-6.265999999999999
552,CR Brathwaite ,WI,11,170,101,24.28,1,12,4/63,34.5,0,1,0,-10.21,2019,2.9620000000000015
553,Imad Wasim ,PAK,11,229,49*,32.71,0,8,3/53,53.0,0,2,0,-20.28,2019,-0.4159999999999968
554,AD Mathews ,SL,11,432,113,48.0,1,1,1/6,6.0,0,2,0,42.0,2019,17.700000000000003
555,Mosaddek Hossain ,BAN,11,208,52*,23.11,0,3,2/33,111.0,0,4,0,-87.88,2019,-23.156
556,LE Plunkett ,ENG,11,62,27*,62.0,0,19,4/35,23.84,0,1,0,38.15,2019,23.348
557,Rashid Khan ,AFG,11,121,35,11.0,0,8,2/17,61.0,0,3,0,-49.99,2019,-11.5
558,Shakib Al Hasan ,BAN,11,746,124*,93.25,2,13,5/29,40.3,1,5,0,52.94,2019,29.110000000000007
559,MA Wood ,ENG,11,11,10*,5.5,0,20,3/18,26.7,0,2,0,-21.19,2019,0.1899999999999995
560,TA Boult ,NZ,10,10,4,10.0,0,17,4/30,28.17,0,7,0,-18.17,2019,0.6489999999999991
561,PJ Cummins ,AUS,10,51,23*,7.28,0,14,3/33,30.5,0,4,0,-23.21,2019,-2.0380000000000003
562,C de Grandhomme ,NZ,10,190,64,23.75,0,6,1/14,35.33,0,3,0,-11.58,2019,0.7010000000000023
563,DM de Silva ,SL,10,133,29*,22.16,0,7,3/32,45.0,0,0,0,-22.83,2019,-2.5359999999999996
564,AJ Finch ,AUS,10,507,153,50.7,2,1,1/13,20.0,0,5,0,30.7,2019,14.580000000000002
565,Mohammad Hafeez ,PAK,10,312,84,31.2,0,2,1/43,131.0,0,6,0,-99.79,2019,-26.22
566,Mohammad Nabi ,AFG,10,134,52,13.4,0,10,4/30,35.6,0,5,0,-22.19,2019,-2.3200000000000003
567,Mohammad Saifuddin ,BAN,10,87,51*,29.0,0,17,3/72,31.52,0,1,0,-2.52,2019,7.244000000000003
568,JDS Neesham ,NZ,10,232,97*,33.14,0,15,5/31,19.46,1,4,0,13.67,2019,11.918
569,MJ Santner ,NZ,10,72,17*,24.0,0,6,2/34,53.83,0,3,0,-29.83,2019,-4.748999999999995
570,SPD Smith ,AUS,10,379,85,37.9,0,1,1/6,32.0,0,3,0,5.9,2019,5.860000000000001
571,MA Starc ,AUS,10,68,29,11.33,0,27,5/26,18.59,2,3,0,-7.25,2019,7.055
572,O Thomas ,WI,10,13,6*,4.33,0,9,4/27,45.77,0,0,0,-41.44,2019,-9.299
573,KS Williamson ,NZ,10,578,148,82.57,2,2,1/25,32.0,0,6,0,50.57,2019,24.028
574,MR Adair ,IRE,9,117,32,19.5,0,15,4/19,33.93,0,2,0,-14.43,2019,2.1210000000000004
575,MM Ali ,ENG,9,121,46*,20.16,0,6,3/50,70.16,0,4,0,-49.99,2019,-11.183999999999997
576,CJA Amini ,PNG,9,175,53,19.44,0,8,3/39,46.37,0,7,0,-26.93,2019,-3.7349999999999994
577,YS Chahal ,IND,9,5,5,5.0,0,13,4/51,36.46,0,4,0,-31.46,2019,-5.038
578,LH Ferguson ,NZ,9,4,4*,4.0,0,21,4/37,19.47,0,2,0,-15.47,2019,2.059000000000001
579,Hasan Ali ,PAK,9,77,32,19.25,0,5,1/57,103.8,0,0,0,-84.54,2019,-21.939999999999998
580,MJ Henry ,NZ,9,18,7,4.5,0,14,4/47,28.0,0,3,0,-23.49,2019,-2.4000000000000004
581,Imran Tahir ,SA,9,11,10*,5.5,0,11,4/29,34.0,0,2,0,-28.49,2019,-4.699999999999999
582,KM Jarvis ,ZIM,9,69,32*,34.5,0,13,4/17,21.23,0,3,0,13.26,2019,11.331
583,B Kumar ,IND,9,3,2,1.0,0,14,4/31,25.64,0,2,0,-24.64,2019,-3.0919999999999996
584,Mohammad Amir ,PAK,9,11,8,5.5,0,17,5/30,21.05,1,2,0,-15.55,2019,0.9849999999999994
585,Mujeeb Ur Rahman ,AFG,9,28,13,7.0,0,7,3/39,45.85,0,3,0,-38.85,2019,-8.855
586,AR Nurse ,WI,9,53,19*,17.66,0,7,4/51,44.0,0,1,0,-26.33,2019,-4.036
587,KJ O'Brien ,IRE,9,228,68,28.5,0,1,1/21,97.0,0,6,0,-68.49,2019,-17.4
588,HH Pandya ,IND,9,226,48,32.28,0,10,3/60,44.7,0,3,0,-12.41,2019,2.5020000000000007
589,AL Phehlukwayo ,SA,9,133,46*,33.25,0,11,2/18,30.54,0,1,0,2.7,2019,7.438000000000002
590,N Pokana ,PNG,9,43,11*,43.0,0,20,3/25,14.25,0,6,0,28.75,2019,18.925
591,K Rabada ,SA,9,58,31*,29.0,0,11,3/56,36.09,0,3,0,-7.09,2019,4.073000000000002
592,Shaheen Shah Afridi ,PAK,9,27,19*,27.0,0,21,6/35,22.8,1,1,0,4.19,2019,10.260000000000002
593,L Siaka ,PNG,9,181,62,20.11,0,2,2/33,36.5,0,5,0,-16.38,2019,-2.305999999999999
594,Sikandar Raza ,ZIM,9,179,85*,29.83,0,6,2/28,45.0,0,2,0,-15.16,2019,0.23199999999999932
595,PR Stirling ,IRE,9,502,130,55.77,1,3,1/13,17.66,0,2,0,38.11,2019,17.910000000000004
596,I Udana ,SL,9,60,17,8.57,0,9,2/41,42.77,0,3,0,-34.2,2019,-6.703000000000001
597,A Vala ,PNG,9,366,104,40.66,1,10,3/37,22.3,0,7,0,18.36,2019,12.573999999999998
598,N Vanua ,PNG,9,104,30,13.0,0,10,4/37,34.3,0,3,0,-21.29,2019,-2.09
599,SC Williams ,ZIM,9,322,109*,46.0,1,11,4/43,26.54,0,6,0,19.45,2019,13.738000000000003
600,FA Allen ,WI,8,64,51,21.33,0,4,2/40,57.25,0,5,0,-35.91,2019,-7.443000000000001
601,RL Chase ,WI,8,134,51,33.5,0,2,1/37,84.0,0,1,0,-50.49,2019,-11.2
602,TL Chatara ,ZIM,8,6,4*,6.0,0,10,3/25,26.9,0,0,0,-20.89,2019,-2.669999999999998
603,Dawlat Zadran ,AFG,8,11,6,2.2,0,12,3/35,35.16,0,2,0,-32.96,2019,-6.067999999999999
604,SL Malinga ,SL,8,17,6*,3.4,0,16,4/43,25.68,0,0,0,-22.28,2019,-1.5439999999999996
605,AK Markram ,SA,8,140,45,23.33,0,1,1/22,76.0,0,5,0,-52.66,2019,-13.168000000000001
606,CH Morris ,SA,8,74,42,24.66,0,13,3/13,26.23,0,3,0,-1.56,2019,5.895000000000001
607,TJ Murtagh ,IRE,8,27,12,13.5,0,12,5/21,29.16,1,1,0,-15.66,2019,0.25200000000000067
608,NLTC Perera ,SL,8,63,27,7.87,0,2,1/19,144.5,0,3,0,-136.62,2019,-39.602000000000004
609,WB Rankin ,IRE,8,8,5*,8.0,0,13,3/40,29.0,0,1,0,-20.99,2019,-1.5999999999999996
610,CA Soper ,PNG,8,108,29*,21.6,0,6,2/43,40.66,0,3,0,-19.06,2019,-1.7579999999999973
611,MP Stoinis ,AUS,8,87,22,14.5,0,7,2/37,34.85,0,3,0,-20.35,2019,-2.5549999999999997
612,Wahab Riaz ,PAK,8,88,45,17.6,0,11,3/46,36.36,0,4,0,-18.76,2019,-0.5679999999999996
613,ST Gabriel ,WI,7,3,3*,3.0,0,10,3/44,35.2,0,0,0,-32.19,2019,-6.36
614,SF Mire ,ZIM,7,115,40,16.42,0,5,4/43,16.4,0,1,0,0.02,2019,3.1480000000000024
615,Mohammed Shami ,IND,7,5,3*,1.66,0,18,5/69,15.94,1,4,0,-14.27,2019,1.2819999999999991
616,Shadab Khan ,PAK,7,43,20*,14.33,0,9,3/50,35.55,0,1,0,-21.22,2019,-2.2329999999999988
617,DT Tiripano ,ZIM,7,72,33,24.0,0,8,3/34,29.62,0,1,0,-5.62,2019,3.1140000000000025
618,Aftab Alam ,AFG,6,19,14,9.5,0,10,3/28,23.6,0,0,0,-14.09,2019,-0.27999999999999936
619,N Pradeep ,SL,6,1,1*,0.5,0,14,4/31,21.07,0,0,0,-20.57,2019,-1.9209999999999994
620,Hamid Hassan ,AFG,6,15,7*,5.0,0,3,2/55,59.0,0,1,0,-53.99,2019,-14.799999999999999
621,CS MacLeod ,SCOT,6,157,100,26.16,1,1,1/13,31.0,0,5,0,-4.83,2019,1.4640000000000022
622,SM Sharif ,SCOT,6,51,15*,25.5,0,7,3/23,36.28,0,0,0,-10.78,2019,1.4160000000000004
623,MRJ Watt ,SCOT,6,14,8*,14.0,0,6,2/43,35.66,0,0,0,-21.66,2019,-3.2979999999999983
624,Aqib Ilyas ,OMA,5,221,63,44.2,0,6,2/32,13.33,0,3,0,30.86,2019,15.481000000000005
625,JP Behrendorff ,AUS,5,12,11*,6.0,0,9,5/44,25.22,1,1,0,-19.22,2019,-2.4659999999999993
626,K Birkenstock ,NAM,5,103,61,20.6,0,1,1/5,5.0,0,0,0,15.6,2019,7.040000000000001
627,RP Burl ,ZIM,5,104,53,34.66,0,5,4/32,25.2,0,2,0,9.46,2019,7.803999999999999
628,JL Carter ,WI,5,57,43*,28.5,0,1,1/19,19.0,0,0,0,9.5,2019,6.000000000000001
629,NM Coulter-Nile ,AUS,5,98,92,32.66,0,4,2/58,70.0,0,0,0,-37.33,2019,-6.736000000000001
630,JP Duminy ,SA,5,70,45,17.5,0,1,1/15,61.0,0,2,0,-43.49,2019,-11.0
631,Fayyaz Butt ,OMA,5,33,32*,16.5,0,3,2/28,55.0,0,2,0,-38.49,2019,-9.0
632,JN Frylinck ,NAM,5,112,60,37.33,0,10,5/13,11.6,1,2,0,25.73,2019,14.452000000000002
633,K Gore ,USA,5,78,31,15.6,0,9,4/20,18.55,0,0,0,-2.95,2019,3.374999999999999
634,RA Jadeja ,IND,5,93,77,93.0,0,4,1/15,30.25,0,4,0,62.75,2019,29.325000000000006
635,Khawar Ali ,OMA,5,128,79*,32.0,0,10,4/23,18.8,0,1,0,13.2,2019,10.16
636,AR McBrine ,IRE,5,8,4,2.66,0,3,2/43,43.33,0,2,0,-40.66,2019,-11.034999999999998
637,SN Netravalkar ,USA,5,24,11,12.0,0,3,1/10,34.0,0,3,0,-21.99,2019,-4.499999999999998
638,TK Patel ,USA,5,55,50*,27.5,0,6,2/25,19.0,0,2,0,8.5,2019,7.1000000000000005
639,Rubel Hossain ,BAN,5,17,9,8.5,0,4,1/41,70.25,0,3,0,-61.74,2019,-16.474999999999998
640,BM Scholtz ,NAM,5,7,6,7.0,0,8,4/27,16.37,0,0,0,-9.37,2019,0.2889999999999997
641,Shoaib Malik ,PAK,5,53,41,10.6,0,2,1/4,40.0,0,2,0,-29.39,2019,-7.16
642,JJ Smit ,NAM,5,81,33,20.25,0,5,3/21,24.0,0,4,0,-3.74,2019,2.4000000000000004
643,TB Sole ,SCOT,5,22,8,5.5,0,4,1/22,50.0,0,4,0,-44.49,2019,-11.6
644,SR Taylor ,USA,5,93,43,18.6,0,6,4/23,21.33,0,2,0,-2.73,2019,2.841000000000003
645,CG Williams ,NAM,5,109,36*,27.25,0,1,1/37,91.0,0,3,0,-63.74,2019,-16.1
646,Zeeshan Maqsood ,OMA,5,38,21,9.5,0,7,3/35,21.0,0,4,0,-11.49,2019,-0.39999999999999947
647,Bilal Khan ,OMA,4,1,1*,1.0,0,4,2/32,37.75,0,0,0,-36.74,2019,-9.725
648,TK Curran ,ENG,4,107,47*,107.0,0,9,4/75,24.88,0,0,0,82.11,2019,38.03600000000001
649,AU Rashid ,ENG,6,54,35*,27.0,0,9,3/34,34.55,0,1,0,-7.55,2020,3.1350000000000016
650,TK Curran ,ENG,4,94,38*,47.0,0,1,1/37,172.0,0,1,0,-124.99,2020,-32.5
651,C Campher ,IRE,3,127,68,127.0,0,5,2/50,28.8,0,1,0,98.2,2020,43.660000000000004
652,PJ Cummins ,AUS,3,24,11,12.0,0,3,1/53,61.0,0,0,0,-48.99,2020,-12.6
653,GJ Delany ,IRE,3,34,22,11.33,0,1,1/29,41.0,0,1,0,-29.66,2020,-7.467999999999999
654,AR McBrine ,IRE,3,64,40,32.0,0,1,1/47,141.0,0,0,0,-108.99,2020,-29.199999999999996
655,S Mahmood ,ENG,3,12,12,12.0,0,4,2/36,34.75,0,1,0,-22.74,2020,-4.424999999999998
656,MR Marsh ,AUS,3,76,73,25.33,0,2,1/29,51.5,0,1,0,-26.16,2020,-4.718
657,JE Root ,ENG,3,40,39,13.33,0,2,2/46,23.0,0,0,0,-9.66,2020,-0.9679999999999991
658,MA Starc ,AUS,3,30,19*,30.0,0,5,3/74,31.8,0,1,0,-1.79,2020,3.960000000000001
659,JM Vince ,ENG,3,57,25,19.0,0,1,1/18,38.0,0,1,0,-18.99,2020,-3.5
660,DJ Willey ,ENG,3,98,51,98.0,0,8,5/30,18.5,1,1,0,79.5,2020,36.050000000000004
661,CR Woakes ,ENG,3,89,53*,44.5,0,6,3/32,22.83,0,1,0,21.66,2020,12.751000000000001
662,CA Young ,IRE,3,13,11,13.0,0,6,3/53,29.5,0,0,0,-16.49,2020,-1.8499999999999996
663,A Zampa ,AUS,3,7,5,3.5,0,10,4/55,14.2,0,0,0,-10.69,2020,0.14000000000000057
664,SM Curran ,ENG,1,1,1,1.0,0,3,3/35,11.66,0,0,0,-10.66,2020,-2.198
665,PVD Chameera ,SL,12,101,29,12.62,0,18,5/16,26.66,1,2,0,-14.04,2021,2.450000000000001
666,DM de Silva ,SL,11,304,91,30.4,0,6,3/45,39.0,0,7,0,-8.59,2021,2.2600000000000016
667,PW Hasaranga ,SL,11,226,74,20.54,0,11,3/37,39.0,0,3,0,-18.45,2021,-0.18400000000000105
668,MD Shanaka ,SL,11,225,48*,22.5,0,2,1/10,58.0,0,2,0,-35.49,2021,-7.799999999999999
669,C Karunaratne ,SL,10,200,44*,40.0,0,6,2/24,36.0,0,2,0,4.0,2021,7.000000000000002
670,GH Dockrell ,IRE,9,151,45,25.16,0,2,1/23,57.5,0,2,0,-32.33,2021,-6.586
671,JB Little ,IRE,9,16,9*,5.33,0,16,4/39,19.68,0,0,0,-14.35,2021,1.0280000000000005
672,AR McBrine ,IRE,9,67,30,11.16,0,9,3/26,26.22,0,2,0,-15.05,2021,-0.702
673,AL Phehlukwayo ,SA,9,120,54,15.0,0,11,3/56,36.63,0,2,0,-21.63,2021,-1.689
674,Simi Singh ,IRE,9,170,100*,56.66,1,9,3/29,27.44,0,0,0,29.22,2021,17.132
675,KIC Asalanka ,SL,8,326,77,40.75,0,1,1/3,29.0,0,0,0,11.75,2021,7.900000000000002
676,Ayaan Khan ,OMA,8,149,44,21.28,0,10,4/36,14.9,0,2,0,6.38,2021,7.042000000000001
677,Bilal Khan ,OMA,8,10,9,10.0,0,11,4/47,23.27,0,0,0,-13.27,2021,0.31899999999999995
678,Kaleemullah ,OMA,8,66,20,66.0,0,6,1/16,34.83,0,1,0,31.16,2021,17.751000000000005
679,AK Markram ,SA,8,200,96,28.57,0,4,2/48,34.5,0,5,0,-5.92,2021,2.2780000000000005
680,A Vala ,PNG,8,213,62,26.62,0,4,2/30,39.25,0,3,0,-12.62,2021,0.0730000000000004
681,CA Young ,IRE,8,17,8,8.5,0,10,4/18,23.3,0,2,0,-14.79,2021,-0.5899999999999999
682,Zeeshan Maqsood ,OMA,8,188,53,31.33,0,10,4/28,26.4,0,4,0,4.93,2021,7.612000000000001
683,S Bau ,PNG,7,76,31,10.85,0,1,1/16,66.0,0,2,0,-55.14,2021,-15.16
684,KA Maharaj ,SA,7,51,19,17.0,0,12,3/38,23.66,0,0,0,-6.66,2021,3.3020000000000005
685,K Rabada ,SA,7,51,16,25.5,0,9,2/16,35.88,0,4,0,-10.38,2021,2.1359999999999992
686,D Ravu ,PNG,7,61,32,12.2,0,5,2/35,52.4,0,0,0,-40.19,2021,-9.34
687,CA Soper ,PNG,7,129,46*,32.25,0,13,3/45,17.69,0,2,0,14.55,2021,11.493
688,NP Kenjige ,USA,6,25,13,8.33,0,10,3/22,17.9,0,6,0,-9.56,2021,0.9620000000000015
689,MR Adair ,IRE,6,40,16*,20.0,0,3,2/43,63.33,0,2,0,-43.33,2021,-10.098999999999998
690,CJA Amini ,PNG,6,87,23,14.5,0,4,1/26,50.25,0,3,0,-35.74,2021,-8.075
691,RD Berrington ,SCOT,6,184,97,36.8,0,1,1/23,49.0,0,1,0,-12.19,2021,0.3200000000000003
692,Faheem Ashraf ,PAK,6,33,11,6.6,0,2,1/25,114.5,0,3,0,-107.89,2021,-31.11
693,K Gore ,USA,6,80,44,16.0,0,3,1/14,45.33,0,4,0,-29.33,2021,-6.298999999999998
694,Haris Rauf ,PAK,6,2,1*,2.0,0,13,4/65,24.46,0,2,0,-22.46,2021,-2.638
695,LM Jongwe ,ZIM,6,40,18,10.0,0,8,3/51,35.0,0,0,0,-24.99,2021,-4.1
696,S Lamichhane ,NEP,6,27,16,9.0,0,18,6/11,7.38,1,0,0,1.61,2021,6.786
697,CS MacLeod ,SCOT,6,115,45,19.16,0,1,1/4,9.0,0,2,0,10.16,2021,5.264000000000001
698,W Madhevere ,ZIM,6,103,56,20.6,0,4,2/45,40.75,0,2,0,-20.14,2021,-2.785
699,Mahmudullah ,BAN,6,207,54,34.5,0,2,2/45,23.0,0,4,0,11.5,2021,7.500000000000001
700,Mohammad Nadeem ,OMA,6,109,38*,27.25,0,3,2/34,42.0,0,0,0,-14.74,2021,-0.7999999999999989
701,B Muzarabani ,ZIM,6,2,2,0.5,0,9,4/29,24.22,0,2,0,-23.72,2021,-4.366
702,SN Netravalkar ,USA,6,13,6*,6.5,0,12,4/29,16.16,0,1,0,-9.66,2021,1.3519999999999994
703,NK Patel ,USA,6,70,21,17.5,0,8,4/30,21.37,0,2,0,-3.87,2021,2.989
704,Shaheen Shah Afridi ,PAK,6,35,18*,11.66,0,8,3/58,41.37,0,1,0,-29.7,2021,-5.3469999999999995
705,Shakib Al Hasan ,BAN,6,164,96*,32.8,0,11,5/30,22.54,1,2,0,10.25,2021,9.657999999999998
706,Sompal Kami ,NEP,6,42,22*,14.0,0,2,1/21,92.5,0,1,0,-78.49,2021,-21.55
707,Taskin Ahmed ,BAN,6,1,1,0.5,0,7,4/46,34.71,0,1,0,-34.21,2021,-8.113
708,SR Taylor ,USA,6,216,92,36.0,0,3,1/11,34.33,0,0,0,1.66,2021,5.001000000000001
709,G Toka ,PNG,6,78,22,13.0,0,3,3/18,33.33,0,1,0,-20.33,2021,-3.898999999999999
710,N Vanua ,PNG,6,123,57,20.5,0,3,2/49,70.0,0,2,0,-49.49,2021,-11.899999999999999
711,MRJ Watt ,SCOT,6,28,15,28.0,0,3,2/28,49.66,0,1,0,-21.66,2021,-2.7979999999999965
