,player,country,matches,runs,highest_score,batting_avg,100s,wickets,best_bowling_innings,bowling_avg,5wicket_haul,catches_taken,stumping_made,avg_diff,year,allrounder_score
234,IS Sodhi ,NZ,6,5,5,2.5,0,6,3/38,53.16,0,1,0,-50.66,2015,-13.148
235,Wahab Riaz ,PAK,6,79,51*,26.33,0,9,4/59,26.66,0,1,0,-0.33,2015,5.234
236,DJ Willey ,ENG,6,27,12*,9.0,0,12,3/51,24.08,0,1,0,-15.08,2015,-0.02400000000000002
237,MM Ali ,ENG,5,52,21*,13.0,0,6,3/32,33.66,0,0,0,-20.66,2015,-3.097999999999999
238,TM Dilshan ,SL,5,211,62,42.2,0,2,1/31,63.0,0,0,0,-20.79,2015,-1.4199999999999946
239,B Kumar ,IND,5,28,25*,28.0,0,7,4/33,21.28,0,0,0,6.71,2015,6.916
240,AD Mathews ,SL,5,132,70*,33.0,0,3,1/9,42.66,0,1,0,-9.66,2015,1.3020000000000032
241,AR Patel ,IND,5,13,10*,6.5,0,7,2/39,30.28,0,4,0,-23.78,2015,-4.3839999999999995
242,LE Plunkett ,ENG,5,99,44,24.75,0,6,3/60,42.83,0,3,0,-18.08,2015,-1.1489999999999991
243,K Rabada ,SA,5,11,10,5.5,0,11,6/16,16.72,1,1,0,-11.22,2015,0.4840000000000009
244,MJ Santner ,NZ,5,97,44,24.25,0,7,3/31,32.85,0,1,0,-8.6,2015,1.9450000000000003
245,TAM Siriwardana ,SL,5,121,52*,30.25,0,3,1/19,26.33,0,2,0,3.91,2015,5.101000000000003
246,MA Starc ,AUS,5,1,1,1.0,0,7,2/34,35.28,0,1,0,-34.28,2015,-8.084
247,Taskin Ahmed ,BAN,5,2,2,2.0,0,5,3/42,30.0,0,1,0,-27.99,2015,-6.7
248,KJ Abbott ,SA,4,13,5,6.5,0,2,1/22,66.5,0,0,0,-59.99,2015,-16.75
249,STR Binny ,IND,4,137,77,68.5,0,7,3/55,27.42,0,1,0,41.07,2015,21.274
250,Junaid Khan ,PAK,4,9,5*,4.5,0,3,2/67,68.0,0,0,0,-63.49,2015,-17.7
251,SL Malinga ,SL,4,29,17,14.5,0,4,2/64,61.5,0,0,0,-46.99,2015,-11.45
252,NLTC Perera ,SL,4,28,15,9.33,0,3,2/38,49.33,0,3,0,-39.99,2015,-10.167
253,AT Rayudu ,IND,4,209,124*,69.66,1,1,1/5,5.0,0,1,0,64.66,2015,26.664
254,TG Southee ,NZ,4,24,18,12.0,0,4,3/44,52.5,0,1,0,-40.49,2015,-9.75
255,P Utseya ,ZIM,4,21,21*,10.5,0,3,2/63,64.33,0,2,0,-53.83,2015,-14.199
256,R Ashwin ,IND,3,4,4,2.0,0,6,3/51,19.66,0,1,0,-17.66,2015,-3.298
257,JP Duminy ,SA,3,64,51,32.0,0,1,1/28,72.0,0,1,0,-39.99,2015,-8.499999999999996
258,Imad Wasim ,PAK,3,15,15,15.0,0,3,2/28,32.66,0,1,0,-17.66,2015,-2.897999999999998
259,N Madziva ,ZIM,3,5,3,1.66,0,6,4/49,24.83,0,1,0,-23.16,2015,-4.984999999999999
260,AF Milne ,NZ,3,19,15*,19.0,0,5,2/39,26.8,0,1,0,-7.79,2015,1.0600000000000023
261,JDS Neesham ,NZ,3,92,41,92.0,0,2,1/16,53.5,0,2,0,38.5,2015,21.350000000000005
262,SS Pathirana ,SL,3,66,33,22.0,0,3,2/70,66.66,0,1,0,-44.66,2015,-10.297999999999996
263,SK Raina ,IND,3,112,40,37.33,0,3,3/45,33.0,0,0,0,4.33,2015,5.932
264,DW Steyn ,SA,3,2,2,2.0,0,3,2/50,43.0,0,0,0,-40.99,2015,-11.200000000000001
265,DT Tiripano ,ZIM,3,20,13*,20.0,0,3,2/48,45.33,0,0,0,-25.33,2015,-4.698999999999998
266,M Vijay ,IND,3,86,72,28.66,0,1,1/19,37.0,0,1,0,-8.33,2015,0.6640000000000015
267,SR Watson ,AUS,3,71,39,35.5,0,2,2/39,25.5,0,1,0,10.0,2015,7.150000000000001
268,D Wiese ,SA,3,34,14,11.33,0,5,3/58,28.8,0,0,0,-17.46,2015,-2.6080000000000005
269,AC Agar ,AUS,2,5,5,5.0,0,2,1/12,28.5,0,2,0,-23.49,2015,-5.949999999999999
270,DAJ Bracewell ,NZ,2,13,13,13.0,0,4,3/31,21.25,0,0,0,-8.24,2015,0.025000000000000355
271,RA Jadeja ,IND,2,51,32,25.5,0,1,1/48,76.0,0,2,0,-50.49,2015,-12.299999999999999
272,CJ Jordan ,ENG,2,5,3*,5.0,0,2,1/33,65.0,0,3,0,-59.99,2015,-16.9
273,JF Mooney ,IRE,2,0,0,0.0,0,1,1/33,33.0,0,0,0,-32.99,2015,-9.6
274,CH Morris ,SA,2,12,12,12.0,0,2,2/32,30.5,0,0,0,-18.49,2015,-3.75
275,Saeed Ajmal ,PAK,2,0,0,0.0,0,1,1/49,123.0,0,0,0,-122.99,2015,-36.6
276,MM Sharma ,IND,2,11,11,11.0,0,3,2/33,28.66,0,1,0,-17.66,2015,-3.2979999999999983
277,UT Yadav ,IND,2,2,2,2.0,0,2,2/58,45.5,0,0,0,-43.49,2015,-12.25
278,CA Young ,IRE,2,0,0,0.0,0,1,1/49,49.0,0,0,0,-48.99,2015,-14.399999999999999
279,AR McBrine ,IRE,1,7,7,7.0,0,1,1/40,40.0,0,0,0,-32.99,2015,-8.9
280,AM Phangiso ,SA,1,1,1,1.0,0,1,1/37,37.0,0,0,0,-35.99,2015,-10.4
281,SR Thompson ,IRE,1,24,24,24.0,0,1,1/37,37.0,0,0,0,-12.99,2015,-1.1999999999999975
282,AD Mathews ,SL,11,425,73,42.5,0,9,2/17,22.0,0,4,0,20.5,2016,13.1
283,MD Gunathilaka ,SL,10,260,63,26.0,0,5,3/48,28.4,0,6,0,-2.39,2016,3.380000000000001
284,JE Root ,ENG,10,445,93,55.62,0,1,1/26,41.0,0,3,0,14.62,2016,10.248000000000003
285,MA Starc ,AUS,10,34,17,11.33,0,20,3/32,19.45,0,1,0,-8.11,2016,4.697
286,A Zampa ,AUS,10,15,5*,5.0,0,19,3/16,21.63,0,3,0,-16.63,2016,1.2110000000000003
287,JP Faulkner ,AUS,9,35,13,17.5,0,13,4/38,24.23,0,3,0,-6.73,2016,3.6310000000000002
288,LE Plunkett ,ENG,9,31,22*,31.0,0,15,3/44,30.93,0,5,0,0.06,2016,7.620999999999999
289,S Prasanna ,SL,9,177,95,22.12,0,6,2/32,66.16,0,1,0,-44.04,2016,-9.2
290,CR Woakes ,ENG,9,129,95*,129.0,0,14,4/41,28.57,0,5,0,100.42,2016,47.229000000000006
291,MM Ali ,ENG,7,75,45*,37.5,0,4,2/39,81.75,0,3,0,-44.24,2016,-8.325
292,SJ Benn ,WI,7,10,5,2.5,0,3,1/21,95.0,0,2,0,-92.49,2016,-26.6
293,CR Brathwaite ,WI,7,86,33*,17.2,0,9,2/35,34.55,0,2,0,-17.35,2016,-0.7849999999999984
294,JO Holder ,WI,7,105,40,17.5,0,7,2/44,36.71,0,3,0,-19.21,2016,-1.9130000000000003
295,RAS Lakmal ,SL,7,20,10,6.66,0,9,4/38,30.55,0,1,0,-23.88,2016,-3.8009999999999993
296,MR Marsh ,AUS,7,154,79*,38.5,0,4,3/32,43.25,0,5,0,-4.74,2016,3.6250000000000018
297,BJ McCarthy ,IRE,7,19,10*,4.75,0,18,4/59,20.0,0,2,0,-15.24,2016,1.2999999999999998
298,TJ Murtagh ,IRE,7,8,7,1.6,0,8,3/66,37.37,0,2,0,-35.77,2016,-8.171
299,SP Narine ,WI,7,48,23,16.0,0,12,6/27,23.75,1,1,0,-7.74,2016,2.875
300,KJ O'Brien ,IRE,7,225,75,32.14,0,11,4/45,32.18,0,2,0,-0.03,2016,6.5020000000000024
301,KA Pollard ,WI,7,205,67*,41.0,0,5,2/32,36.4,0,2,0,4.6,2016,6.980000000000002
302,MD Shanaka ,SL,7,119,42,19.83,0,6,5/43,20.16,1,2,0,-0.33,2016,3.6839999999999993
303,PR Stirling ,IRE,7,137,39*,22.83,0,2,1/24,104.5,0,7,0,-81.66,2016,-21.618
304,DJ Willey ,ENG,7,17,7,8.5,0,10,4/34,34.0,0,3,0,-25.49,2016,-3.799999999999999
305,Dawlat Zadran ,AFG,6,43,31*,43.0,0,8,2/29,23.12,0,0,0,19.87,2016,12.663999999999998
306,CD de Lange ,SCOT,6,64,26*,32.0,0,8,2/26,22.87,0,6,0,9.12,2016,8.339000000000002
307,DM de Silva ,SL,6,134,76,26.8,0,3,2/35,34.66,0,1,0,-7.86,2016,1.222000000000003
308,JP Duminy ,SA,6,92,41,23.0,0,1,1/12,66.0,0,1,0,-42.99,2016,-10.299999999999999
309,AC Evans ,SCOT,6,3,3,3.0,0,11,4/41,24.72,0,1,0,-21.72,2016,-2.9159999999999995
310,N Pradeep ,SL,6,9,7,9.0,0,6,2/64,46.16,0,1,0,-37.16,2016,-8.447999999999999
311,TM Head ,AUS,6,131,40,21.83,0,3,2/22,38.33,0,2,0,-16.49,2016,-1.866999999999999
312,Imran Tahir ,SA,6,35,29,8.75,0,13,7/45,16.15,1,0,0,-7.4,2016,2.5550000000000006
313,AR McBrine ,IRE,6,106,79,35.33,0,4,2/29,56.75,0,3,0,-21.41,2016,-1.6929999999999996
314,Mirwais Ashraf ,AFG,6,35,14*,11.66,0,4,2/40,32.5,0,1,0,-20.83,2016,-3.8859999999999992
315,Mohammad Nabi ,AFG,6,134,50,33.5,0,8,3/26,21.0,0,3,0,12.5,2016,9.5
316,K Rabada ,SA,6,28,15*,28.0,0,7,3/13,27.14,0,0,0,0.85,2016,5.158000000000001
317,Rahmat Shah ,AFG,6,234,100*,46.8,1,2,2/30,36.0,0,1,0,10.8,2016,8.520000000000001
318,Rashid Khan ,AFG,6,142,60*,47.33,0,9,4/21,20.0,0,5,0,27.33,2016,15.631999999999998
319,SM Sharif ,SCOT,6,17,12*,17.0,0,7,3/25,30.28,0,4,0,-13.28,2016,-0.18399999999999928
320,MA Aponso ,SL,5,6,2*,6.0,0,7,4/18,25.85,0,0,0,-19.85,2016,-3.255
321,PKD Chase ,IRE,5,1,1*,0.5,0,8,2/39,33.87,0,3,0,-33.37,2016,-7.561
322,Hasan Ali ,PAK,5,13,9,4.33,0,8,4/60,32.5,0,2,0,-28.16,2016,-5.618
323,MA Leask ,SCOT,5,25,12,8.33,0,1,1/54,148.0,0,3,0,-139.66,2016,-40.768
324,MF Maharoof ,SL,5,71,31*,23.66,0,2,1/59,112.0,0,1,0,-88.33,2016,-23.536
325,GJ Maxwell ,AUS,5,53,46*,17.66,0,3,2/15,9.33,0,2,0,8.33,2016,5.165000000000001
326,Mohammad Amir ,PAK,5,64,58,32.0,0,5,3/50,40.2,0,0,0,-8.19,2016,2.24
327,Mohammad Nawaz ,3 (PAK,5,119,53,29.75,0,3,1/14,64.33,0,1,0,-34.58,2016,-6.498999999999999
328,WD Parnell ,SA,5,33,28,11.0,0,5,2/23,32.6,0,0,0,-21.59,2016,-3.879999999999999
329,MDK Perera ,SL,5,55,18,11.0,0,9,3/48,28.44,0,2,0,-17.44,2016,-1.4320000000000004
330,BA Stokes ,ENG,5,201,75,67.0,0,1,1/14,76.0,0,3,0,-8.99,2016,4.300000000000001
331,CH Morris ,SA,4,56,40,18.66,0,3,3/63,37.0,0,2,0,-18.33,2016,-2.735999999999999
332,NLTC Perera ,SL,4,55,21,13.75,0,4,3/33,25.0,0,0,0,-11.24,2016,-0.7999999999999998
333,JE Taylor ,WI,4,21,16,21.0,0,2,1/36,79.5,0,1,0,-58.49,2016,-14.849999999999998
334,CJ Chibhabha ,ZIM,3,61,27,20.33,0,1,1/31,60.0,0,0,0,-39.66,2016,-9.568
335,NM Coulter-Nile ,AUS,3,16,15,8.0,0,5,2/38,30.2,0,1,0,-22.19,2016,-4.3599999999999985
336,ST Gabriel ,WI,3,3,2,3.0,0,6,3/17,19.66,0,0,0,-16.66,2016,-2.8979999999999997
337,NM Lyon ,AUS,3,34,30,34.0,0,5,3/39,25.6,0,1,0,8.4,2016,7.420000000000002
338,AM Phangiso ,SA,3,15,9,5.0,0,6,3/40,19.66,0,0,0,-14.66,2016,-2.098
339,Wahab Riaz ,PAK,3,20,14,10.0,0,1,1/46,186.0,0,0,0,-175.99,2016,-51.5
340,KJ Abbott ,SA,2,6,5,3.0,0,1,1/50,76.0,0,0,0,-72.99,2016,-21.3
341,Ahmed Raza ,UAE,2,3,2,3.0,0,2,2/28,37.0,0,1,0,-33.99,2016,-9.299999999999999
342,Aizaz Khan ,HKG,2,37,25,18.5,0,3,2/37,36.33,0,0,0,-17.83,2016,-2.5989999999999984
343,TL Chatara ,ZIM,2,6,4,3.0,0,1,1/20,60.0,0,0,0,-56.99,2016,-16.5
344,Ehsan Khan ,HKG,2,9,7,9.0,0,3,2/28,27.0,0,1,0,-17.99,2016,-3.5999999999999996
345,Hamid Hassan ,AFG,2,6,6,6.0,0,2,2/21,10.5,0,0,0,-4.49,2016,-0.14999999999999947
346,MC Henriques ,AUS,2,10,6,5.0,0,1,1/48,88.0,0,1,0,-82.99,2016,-24.099999999999998
347,Mohammad Naveed ,UAE,2,3,2,1.5,0,2,2/42,50.0,0,0,0,-48.49,2016,-13.8
348,Mohammad Shahzad ,UAE,2,49,28,24.5,0,4,3/61,26.5,0,0,0,-1.99,2016,3.0500000000000007
349,Nadeem Ahmed ,HKG,2,14,14,14.0,0,2,1/20,28.5,0,0,0,-14.49,2016,-2.3499999999999988
350,SS Pathirana ,SL,2,56,32,28.0,0,3,3/37,24.33,0,0,0,3.66,2016,4.801000000000002
351,Sikandar Raza ,ZIM,2,39,23,19.5,0,1,1/7,27.0,0,1,0,-7.49,2016,1.7763568394002505e-15
352,RAJ Smith ,SCOT,2,10,10,10.0,0,1,1/34,97.0,0,0,0,-86.99,2016,-24.799999999999997
353,Tanwir Afzal ,HKG,2,27,20,27.0,0,2,1/36,39.5,0,0,0,-12.49,2016,-0.4499999999999993
354,LA Dawson ,ENG,1,10,10,10.0,0,2,2/70,35.0,0,0,0,-24.99,2016,-5.9
355,GH Dockrell ,IRE,1,6,6,6.0,0,1,1/52,52.0,0,2,0,-45.99,2016,-12.899999999999999
356,MC Sorensen ,IRE,1,6,6,6.0,0,1,1/49,49.0,0,0,0,-42.99,2016,-12.0
357,AR Nurse ,WI,16,162,44,23.14,0,13,4/62,44.53,0,2,0,-21.39,2017,-0.2029999999999994
358,JO Holder ,WI,15,336,77,33.6,0,15,5/27,42.2,1,7,0,-8.59,2017,5.280000000000001
359,KM Jadhav ,IND,14,161,63,32.2,0,8,2/22,21.25,0,8,0,10.95,2017,8.905000000000003
360,HH Pandya ,IND,14,148,76,24.66,0,14,3/40,36.78,0,5,0,-12.11,2017,3.0299999999999994
361,JE Root ,ENG,14,656,133*,65.6,1,5,3/52,22.2,0,7,0,43.4,2017,21.08
362,SL Malinga ,SL,13,21,9*,5.25,0,10,2/44,62.3,0,1,0,-57.04,2017,-13.589999999999998
363,LE Plunkett ,ENG,13,33,15,11.0,0,23,5/52,24.08,1,6,0,-13.08,2017,4.076000000000001
364,AU Rashid ,ENG,13,67,39,16.75,0,22,5/27,23.68,1,3,0,-6.93,2017,6.196000000000001
365,AD Mathews ,SL,12,420,70,52.5,0,2,2/24,37.5,0,2,0,15.0,2017,10.350000000000001
366,MM Ali ,ENG,11,283,102,70.75,1,5,2/50,72.8,0,3,0,-2.04,2017,7.960000000000001
367,AS Joseph ,WI,11,50,27,25.0,0,15,5/56,33.73,1,3,0,-8.73,2017,4.381000000000002
368,JT Ball ,ENG,10,9,7,4.5,0,9,2/31,61.22,0,3,0,-56.72,2017,-13.866
369,D Bishoo ,WI,10,58,16,9.66,0,5,1/31,81.8,0,1,0,-72.13,2017,-19.176
370,JJ Bumrah ,IND,10,1,1,1.0,0,19,5/27,19.94,1,2,0,-18.94,2017,0.11800000000000033
371,R Powell ,WI,10,150,31,21.42,0,1,1/38,81.0,0,2,0,-59.57,2017,-15.431999999999999
372,ML Cummins ,WI,9,10,5,5.0,0,8,3/82,49.0,0,1,0,-43.99,2017,-10.299999999999999
373,MD Gunathilaka ,SL,9,466,116,51.77,1,1,1/9,88.0,0,1,0,-36.22,2017,-5.391999999999996
374,BA Stokes ,ENG,9,406,102*,81.2,2,7,3/43,40.14,0,2,0,41.05,2017,22.538000000000004
375,RL Chase ,WI,8,68,33*,13.6,0,1,1/15,48.0,0,4,0,-34.39,2017,-8.659999999999998
376,DAS Gunaratne ,SL,8,153,59*,38.25,0,8,2/45,33.37,0,3,0,4.87,2017,7.689
377,Hasan Ali ,PAK,8,0,0,0.0,0,19,5/38,15.84,1,3,0,-15.84,2017,0.9480000000000004
378,Imad Wasim ,PAK,8,78,43*,39.0,0,3,2/20,70.66,0,1,0,-31.66,2017,-4.697999999999997
379,Mohammad Hafeez ,PAK,8,349,88,58.16,0,4,2/23,50.0,0,5,0,8.16,2017,9.463999999999999
380,Rubel Hossain ,BAN,8,0,0*,0.0,0,5,2/53,68.2,0,0,0,-68.19,2017,-18.96
381,Sabbir Rahman ,BAN,8,160,65,20.0,0,1,1/13,24.0,0,1,0,-3.99,2017,1.1000000000000014
382,Shakib Al Hasan ,BAN,8,207,114,29.57,1,3,2/41,99.0,0,1,0,-69.42,2017,-16.971999999999998
383,MA Wood ,ENG,8,3,3,1.5,0,9,4/33,35.33,0,2,0,-33.83,2017,-7.298999999999999
384,TL Chatara ,ZIM,7,7,7,3.5,0,7,2/33,44.28,0,0,0,-40.78,2017,-9.784
385,AG Cremer ,ZIM,7,13,11*,6.5,0,10,5/29,30.1,1,5,0,-23.59,2017,-3.4299999999999997
386,PW Hasaranga ,SL,7,52,22,13.0,0,9,3/15,25.22,0,4,0,-12.22,2017,0.3340000000000014
387,RA Jadeja ,IND,7,26,15,13.0,0,4,2/43,81.0,0,6,0,-67.99,2017,-17.9
388,Mashrafe Mortaza ,BAN,7,31,30*,15.5,0,7,2/18,41.14,0,1,0,-25.64,2017,-4.042
389,SF Mire ,ZIM,7,268,112,38.28,1,1,1/47,106.0,0,1,0,-67.71,2017,-16.187999999999995
390,Mohammad Amir ,PAK,7,37,28*,37.0,0,10,3/16,28.7,0,0,0,8.3,2017,9.190000000000001
391,Mosaddek Hossain ,BAN,7,75,41,25.0,0,4,3/13,28.75,0,4,0,-3.74,2017,2.5749999999999993
392,MJ Santner ,NZ,7,51,20*,17.0,0,9,5/50,29.66,1,2,0,-12.66,2017,0.6020000000000003
393,Sikandar Raza ,ZIM,7,199,67*,66.33,0,7,3/21,43.14,0,0,0,23.19,2017,15.690000000000001
394,MN Waller ,ZIM,7,208,92,41.6,0,4,2/44,24.25,0,2,0,17.35,2017,10.565000000000001
395,SC Williams ,ZIM,7,205,70,29.28,0,7,2/26,41.71,0,3,0,-12.42,2017,1.2990000000000013
396,UT Yadav ,IND,7,0,0,0.0,0,10,3/30,25.4,0,2,0,-25.39,2017,-4.619999999999999
397,R Ashwin ,IND,6,1,1,1.0,0,5,3/28,48.4,0,0,0,-47.39,2017,-12.62
398,PVD Chameera ,SL,6,31,19*,31.0,0,1,1/32,209.0,0,1,0,-177.99,2017,-49.99999999999999
399,PKD Chase ,IRE,6,22,14,7.33,0,11,3/33,31.27,0,0,0,-23.93,2017,-3.149
400,A Dananjaya ,SL,6,33,11*,8.25,0,14,6/54,22.64,1,0,0,-14.39,2017,0.7080000000000002
401,GH Dockrell ,IRE,6,70,28,14.0,0,2,1/52,111.5,0,2,0,-97.49,2017,-27.249999999999996
402,N Pradeep ,SL,6,6,5,3.0,0,8,3/60,35.62,0,4,0,-32.62,2017,-7.0859999999999985
403,CH Morris ,SA,6,92,35*,23.0,0,4,2/32,62.5,0,0,0,-39.49,2017,-8.35
404,JDS Neesham ,NZ,6,135,52,22.5,0,2,2/68,90.0,0,1,0,-67.49,2017,-17.4
405,K Rabada ,SA,6,50,26,16.66,0,8,4/39,33.5,0,0,0,-16.83,2017,-0.9859999999999989
406,DJ Willey ,ENG,6,28,26,28.0,0,3,1/34,57.66,0,2,0,-29.66,2017,-5.197999999999997
407,CR Woakes ,ENG,6,40,34,40.0,0,9,4/38,20.66,0,2,0,19.33,2017,12.501999999999999
408,CJ Anderson ,NZ,5,62,24,12.4,0,5,3/55,25.2,0,2,0,-12.79,2017,-1.0999999999999988
409,MVT Fernando ,SL,5,20,7*,10.0,0,3,1/35,75.33,0,0,0,-65.33,2017,-17.698999999999998
410,BJ McCarthy ,IRE,5,36,16*,12.0,0,7,2/59,38.57,0,1,0,-26.57,2017,-4.670999999999999
411,TJ Murtagh ,IRE,5,20,11,10.0,0,3,2/62,64.66,0,1,0,-54.66,2017,-14.498
412,KJ O'Brien ,IRE,5,33,18,8.25,0,2,1/22,75.5,0,3,0,-67.24,2017,-18.75
413,JE Taylor ,WI,5,2,2,1.0,0,2,1/46,115.5,0,0,0,-114.49,2017,-33.65
414,KOK Williams ,WI,5,3,2*,3.0,0,3,2/50,62.66,0,0,0,-59.66,2017,-16.697999999999997
415,RP Burl ,ZIM,4,47,30*,23.5,0,1,1/2,17.0,0,1,0,6.5,2017,4.600000000000001
416,Imran Tahir ,SA,4,1,1,1.0,0,5,4/27,29.6,0,2,0,-28.59,2017,-6.98
417,AF Milne ,NZ,4,38,11,12.66,0,7,3/79,25.0,0,4,0,-12.33,2017,-0.3360000000000003
418,M Morkel ,SA,4,0,0*,0.0,0,5,3/18,20.4,0,0,0,-20.39,2017,-4.619999999999999
419,WD Parnell ,SA,4,26,19,13.0,0,4,3/43,42.25,0,2,0,-29.24,2017,-6.274999999999999
420,AR Patel ,IND,4,6,6,6.0,0,6,3/34,25.66,0,1,0,-19.66,2017,-3.4979999999999993
421,PADLR Sandakan ,SL,4,5,5,5.0,0,6,4/52,38.83,0,0,0,-33.83,2017,-7.848999999999999
422,TAM Siriwardana ,SL,4,144,58,36.0,0,1,1/39,146.0,0,0,0,-109.99,2017,-29.099999999999994
423,Ahmed Raza ,UAE,3,26,20,13.0,0,4,3/30,22.5,0,2,0,-9.49,2017,-0.34999999999999964
424,S Bau ,PNG,3,64,42,21.33,0,2,2/35,17.5,0,0,0,3.83,2017,3.8819999999999997
425,TA Boult ,NZ,3,0,0*,0.0,0,3,1/28,44.0,0,2,0,-43.99,2017,-12.299999999999999
426,PJ Cummins ,AUS,3,4,4,4.0,0,2,1/22,72.0,0,0,0,-67.99,2017,-19.4
427,MD Dai ,PNG,3,63,28,21.0,0,2,1/32,55.5,0,1,0,-34.49,2017,-7.649999999999999
428,Dawlat Zadran ,AFG,3,9,9,9.0,0,2,2/25,36.0,0,0,0,-26.99,2017,-6.599999999999999
429,Gulbadin Naib ,AFG,3,92,51,92.0,0,3,2/15,15.33,0,0,0,76.66,2017,33.101
430,MC Henriques ,AUS,3,35,18,17.5,0,1,1/30,61.0,0,2,0,-43.49,2017,-11.0
431,Imran Haider ,UAE,3,14,13,14.0,0,8,4/49,14.0,0,0,0,0.0,2017,3.8
432,RAS Lakmal ,SL,3,26,26,13.0,0,3,1/48,57.0,0,0,0,-43.99,2017,-10.999999999999998
433,Mohammad Nabi ,AFG,3,40,27*,40.0,0,1,1/33,67.0,0,3,0,-26.99,2017,-3.799999999999997
434,Mohammad Naveed ,UAE,3,36,34*,18.0,0,2,1/41,59.0,0,2,0,-40.99,2017,-9.899999999999999
435,Mohammed Qasim ,UAE,3,47,33,15.66,0,2,1/13,35.5,0,1,0,-19.83,2017,-3.7860000000000005
436,NLTC Perera ,SL,3,1,1,0.5,0,2,1/43,57.5,0,1,0,-56.99,2017,-16.45
437,AL Phehlukwayo ,SA,3,8,4,4.0,0,3,2/59,52.66,0,0,0,-48.66,2017,-13.297999999999998
438,Rashid Khan ,AFG,3,7,7,7.0,0,10,7/18,4.4,1,0,0,2.6,2017,4.48
439,JB Reva ,PNG,3,12,11,4.0,0,5,2/42,33.0,0,0,0,-28.99,2017,-6.800000000000001
440,Rohan Mustafa ,UAE,3,185,109,61.66,1,6,5/25,16.66,1,0,0,45.0,2017,21.466
441,TG Southee ,NZ,3,12,10*,12.0,0,5,3/45,20.8,0,1,0,-8.79,2017,0.0600000000000005
442,MA Starc ,AUS,3,0,0,0.0,0,5,4/29,26.6,0,0,0,-26.59,2017,-6.48
443,A Vala ,PNG,3,45,23,15.0,0,6,3/20,13.33,0,0,0,1.66,2017,3.801
444,RD Berrington ,SCOT,2,22,15,11.0,0,1,1/29,46.0,0,2,0,-34.99,2017,-9.099999999999998
445,CD de Lange ,SCOT,2,1,1,1.0,0,5,5/60,13.6,1,0,0,-12.59,2017,-2.18
446,MJ Henry ,NZ,2,5,5,5.0,0,3,3/36,28.33,0,0,0,-23.33,2017,-5.598999999999998
447,Mohammed Shami ,IND,2,1,1,1.0,0,4,4/48,20.25,0,0,0,-19.24,2017,-4.475
448,Shoaib Malik ,PAK,10,251,78,50.2,0,2,1/14,74.5,0,2,0,-24.29,2018,-1.6699999999999946
449,MM Ali ,ENG,9,135,46,19.28,0,14,4/46,30.14,0,2,0,-10.85,2018,2.870000000000001
450,Kuldeep Yadav ,IND,9,22,9,22.0,0,19,6/25,20.26,1,1,0,1.73,2018,8.422
451,Mahmudullah ,BAN,9,266,74,38.0,0,3,1/17,37.66,0,4,0,0.33,2018,4.802000000000003
452,Mashrafe Mortaza ,BAN,9,104,36,14.85,0,13,4/37,30.46,0,2,0,-15.6,2018,0.702
453,Mehidy Hasan Miraz ,BAN,9,110,42,22.0,0,7,2/21,41.85,0,1,0,-19.85,2018,-1.6549999999999994
454,AU Rashid ,ENG,9,47,22,15.66,0,20,4/47,23.95,0,3,0,-8.28,2018,5.079
455,Shadab Khan ,PAK,9,24,10,8.0,0,13,4/28,22.92,0,1,0,-14.92,2018,0.2239999999999993
456,Asghar Afghan ,AFG,8,179,67,25.57,0,1,1/1,1.0,0,2,0,24.57,2018,10.228000000000002
457,YS Chahal ,IND,8,12,12,12.0,0,8,3/46,41.5,0,2,0,-29.49,2018,-5.249999999999998
458,Gulbadin Naib ,AFG,8,142,64,35.5,0,8,2/29,40.37,0,1,0,-4.87,2018,4.4890000000000025
459,Hasan Ali ,PAK,8,17,8,5.66,0,11,3/32,28.0,0,2,0,-22.33,2018,-2.8360000000000003
460,Mohammad Nabi ,AFG,8,148,64,21.14,0,11,2/26,26.72,0,0,0,-5.58,2018,3.74
461,Mujeeb Ur Rahman ,AFG,8,16,12*,16.0,0,9,2/22,28.55,0,0,0,-12.55,2018,0.5350000000000001
462,Mustafizur Rahman ,BAN,8,15,10,7.5,0,15,4/43,21.8,0,1,0,-14.29,2018,0.96
463,LE Plunkett ,ENG,8,61,47*,20.33,0,14,4/46,25.57,0,2,0,-5.23,2018,4.661000000000001
464,Rahmat Shah ,AFG,8,216,72,27.0,0,1,1/7,17.0,0,1,0,10.0,2018,6.000000000000002
465,Rashid Khan ,AFG,8,98,57*,24.5,0,18,3/18,14.88,0,3,0,9.61,2018,10.735999999999999
466,Rubel Hossain ,BAN,8,4,2,1.0,0,11,3/61,25.63,0,3,0,-24.63,2018,-3.9889999999999994
467,DJ Willey ,ENG,8,105,50,26.25,0,12,4/43,30.41,0,2,0,-4.16,2018,4.977
468,MA Wood ,ENG,8,1,1,1.0,0,7,2/49,51.85,0,4,0,-50.85,2018,-13.055
469,NLTC Perera ,SL,7,182,51*,30.33,0,13,5/55,20.07,1,2,0,10.25,2018,10.011
470,Shakib Al Hasan ,BAN,7,239,97,34.14,0,9,4/42,33.88,0,2,0,0.25,2018,6.192000000000002
471,Usman Shinwari ,PAK,7,0,0,0.0,0,12,4/36,16.91,0,2,0,-16.91,2018,-1.4729999999999999
472,A Dananjaya ,SL,6,65,37,13.0,0,16,6/29,18.06,1,4,0,-5.06,2018,4.582000000000001
