,player,matches,runs,hs,batting_avg,_100,wkts,bb_inn,bowling_avg,_5w,catches_taken,stumping_made,avg_diff,season
320,LM Jongwe (ZIM),3,27,19,9.00,0,0,,,,,,,
321,JH Kallis (SA),3,5,4,1.66,0,,,,,,,,
322,N Madziva (ZIM),3,30,25,10.00,0,3,2/53,38.33,0,1,0,-28.33,2014
323,TMK Mawoyo (ZIM),3,16,15,5.33,0,,,,,,,,
324,Misbah-ul-Haq (PAK),3,67,36,22.33,0,,,,,,,,
325,Mohammad Hafeez (PAK),3,84,62,28.00,0,4,3/39,17.75,0,3,0,10.25,2014
326,Mohammad Irfan (PAK),3,6,5,6.00,0,3,2/48,50.00,0,0,0,-43.99,2014
327,JF Mooney (IRE),3,123,96,123.00,0,1,1/36,93.00,0,0,0,30.00,2014
328,SP Narine (WI),3,10,7*,-,,,,,,,,,
329,AR Patel (IND),3,9,8,4.50,0,1,1/59,59.00,0,2,0,-54.49,2014
330,KA Pollard (WI),3,125,89,41.66,0,,,,,,,,
331,AD Poynter (IRE),3,52,21,17.33,0,,,,,,,,
332,SW Poynter (IRE),3,15,8,7.50,0,,,,,,,,
333,CA Pujara (IND),3,38,27,12.66,0,,,,,,,,
334,Rahmat Shah (AFG),3,52,23,17.33,0,5,5/32,15.00,1,1,0,2.33,2014
335,D Ramdin (WI),3,277,169,92.33,1,,,,,,,,
336,R Rampaul (WI),3,,,,,,,,,,,,
337,KW Richardson (AUS),3,,,,,,,,,,,,
338,KAJ Roach (WI),3,,,,,,,,,,,,
339,RR Rossouw (SA),3,36,36,12.00,0,1,1/17,17.00,0,3,0,-4.99,2014
340,WP Saha (IND),3,21,16,10.50,0,,,,,,,,
341,Shahid Afridi (PAK),3,33,17,16.50,0,0,,,,,,,
342,Shakib Al Hasan (BAN),3,56,52,28.00,0,6,3/27,10.33,0,0,0,17.66,2014
343,V Sibanda (ZIM),3,22,11,7.33,0,,,,,,,,
344,LMP Simmons (WI),3,46,40,15.33,0,,,,,,,,
345,Sohaib Maqsood (PAK),3,105,89*,52.50,0,,,,,,,,
346,BA Stokes (ENG),3,58,33*,29.00,0,4,3/47,33.00,0,1,0,-3.99,2014
347,Taskin Ahmed (BAN),3,0,0*,-,,,,,,,,,
348,Umar Akmal (PAK),3,23,15,7.66,0,,,,,,,,
349,RV Uthappa (IND),3,69,50,23.00,0,0,,,,,,,
350,Wahab Riaz (PAK),3,5,5,2.50,0,8,4/65,19.62,0,1,0,-17.12,2014
351,I Wardlaw (SCOT),3,2,2,0.66,0,2,1/29,51.00,0,0,0,-50.33,2014
352,AR White (IRE),3,7,6,3.50,0,0,,,,,,,
353,CA Young (IRE),3,11,11*,-,,,,,,,,,
354,Aftab Alam (AFG),2,1,1,1.00,0,4,2/30,18.50,0,1,0,-17.49,2014
355,Ahmed Raza (UAE),2,19,17,9.50,0,3,2/50,25.33,0,0,0,-15.83,2014
356,MM Ali (ENG),2,76,67,38.00,0,2,2/34,37.00,0,0,0,1.00,2014
357,Amir Hamza (AFG),2,,,,,,,,,,,,
358,Amjad Ali (UAE),2,137,98,68.50,0,,,,,,,,
359,Ankur Vasishta (HKG),2,34,18,17.00,0,,,,,,,,
360,JJ Atkinson (HKG),2,48,28,24.00,0,,,,,,,,
361,Babar Hayat (HKG),2,67,53,33.50,0,,,,,,,,
362,STR Binny (IND),2,28,25*,28.00,0,6,6/4,0.66,1,0,0,27.33,2014
363,KA Edwards (WI),2,10,10,5.00,0,,,,,,,,
364,Ehsan Nawaz (HKG),2,0,0*,0.00,0,2,1/19,23.50,0,1,0,-23.49,2014
365,Fayyaz Ahmed (UAE),2,43,37*,43.00,0,0,,,,,,,
366,Gulbadin Naib (AFG),2,54,31,54.00,0,0,,,,,,,
367,Haseeb Amjad (HKG),2,21,21,10.50,0,2,2/32,33.00,0,1,0,-22.49,2014
368,Irfan Ahmed (HKG),2,67,37,33.50,0,3,2/28,28.66,0,0,0,4.83,2014
369,Javed Ahmadi (AFG),2,63,56,31.50,0,,,,,,,,
370,Junaid Khan (PAK),2,1,1,1.00,0,1,1/64,139.00,0,0,0,-137.99,2014
371,TP Kamungozi (ZIM),2,3,2*,3.00,0,0,,,,,,,
372,Khurram Khan (UAE),2,30,28,15.00,0,2,2/33,16.50,0,1,0,-1.49,2014
373,Krishna Chandran (UAE),2,28,22*,28.00,0,0,,,,,,,
374,RAS Lakmal (SL),2,4,4*,-,,,,,,,,,
375,AR McBrine (IRE),2,,,,,,,,,,,,
376,T Maruma (ZIM),2,42,29,21.00,0,,,,,,,,
377,A Mishra (IND),2,4,4,4.00,0,2,2/55,27.50,0,0,0,-23.49,2014
378,Mohammad Mithun (BAN),2,26,26,26.00,0,,,,,,,,
379,Mohammad Naveed (UAE),2,32,16*,32.00,0,2,1/16,44.00,0,0,0,-11.99,2014
380,Mohammad Shahzad (UAE),2,0,0,0.00,0,4,4/26,13.75,0,1,0,-13.74,2014
381,Mominul Haque (BAN),2,11,6,5.50,0,0,,,,,,,
382,Nadeem Ahmed (HKG),2,9,6,4.50,0,0,,,,,,,
383,Nasir Jamal (AFG),2,67,39,33.50,0,,,,,,,,
384,Nizakat Khan (HKG),2,38,24,19.00,0,2,1/11,20.50,0,1,0,-1.49,2014
385,SP Patil (UAE),2,5,5,2.50,0,,,,,,,,
386,VD Philander (SA),2,1,1,1.00,0,3,2/49,29.66,0,0,0,-28.66,2014
387,KTGD Prasad (SL),2,7,7*,-,,,,,,,,,
388,S Prasanna (SL),2,1,1,1.00,0,3,2/36,14.66,0,0,0,-13.66,2014
389,Salman Faris (UAE),2,27,27,13.50,0,,,,,,,,
390,Shaiman Anwar (UAE),2,30,22,15.00,0,,,,,,,,
391,Shamsur Rahman (BAN),2,12,8,6.00,0,0,,,,,,,
392,SM Sharif (SCOT),2,18,18,18.00,0,2,2/44,40.00,0,0,0,-21.99,2014
393,Sharjeel Khan (PAK),2,9,9,4.50,0,,,,,,,,
394,Skhawat Ali (HKG),2,38,28,19.00,0,,,,,,,,
395,Tanwir Afzal (HKG),2,4,4*,4.00,0,2,2/27,23.00,0,0,0,-18.99,2014
396,BV Vitori (ZIM),2,23,20*,23.00,0,2,2/57,53.50,0,0,0,-30.49,2014
397,Waqas Barkat (HKG),2,22,14,11.00,0,0,,,,,,,
398,Ziaur Rahman (BAN),2,2,2,1.00,0,0,,,,,,,
399,Asghar Afghan (AFG),1,8,8,8.00,0,,,,,,,,
400,Azhar Ali (PAK),11,653,102,59.36,2,0,,,,,,,
401,GD Elliott (NZ),11,254,55*,31.75,0,7,2/27,36.85,0,3,0,-5.10,2015
402,MJ Guptill (NZ),11,501,116*,55.66,2,0,,,,,,,
403,AD Hales (ENG),11,218,67,21.80,0,,,,,,,,
404,Mohammad Hafeez (PAK),11,462,103,42.00,1,7,4/41,32.28,0,4,0,9.71,2015
405,AU Rashid (ENG),11,164,69,32.80,0,15,4/55,37.33,0,3,0,-4.53,2015
406,L Ronchi (NZ),11,65,33,8.12,0,,,,,,,,
407,JJ Roy (ENG),11,299,67,29.90,0,,,,,,,,
408,KS Williamson (NZ),11,676,118,67.60,1,2,1/12,52.00,0,5,0,15.60,2015
409,EJG Morgan (ENG),10,600,113,66.66,1,,,,,,,,
410,Sarfaraz Ahmed (PAK),10,206,77,29.42,0,,,,,,,,
411,BA Stokes (ENG),10,262,68,29.11,0,12,3/52,31.91,0,7,0,-2.80,2015
412,ST Finn (ENG),9,17,10,8.50,0,12,4/35,35.25,0,2,0,-26.74,2015
413,H Masakadza (ZIM),9,278,84,34.75,0,1,1/31,86.00,0,4,0,-51.24,2015
414,Mushfiqur Rahim (BAN),9,313,106,52.16,1,,,,,,,,
415,Nasir Hossain (BAN),9,100,34,33.33,0,8,3/26,31.12,0,7,0,2.20,2015
416,Sabbir Rahman (BAN),9,126,43,31.50,0,0,,,,,,,
417,Shakib Al Hasan (BAN),9,209,52,52.25,0,11,3/33,29.00,0,1,0,23.25,2015
418,Sikandar Raza (ZIM),9,309,100*,61.80,2,4,3/59,45.75,0,5,0,16.05,2015
419,Soumya Sarkar (BAN),9,497,127*,71.00,1,,,,,,,,
420,Tamim Iqbal (BAN),9,456,132,65.14,2,,,,,,,,
421,Anwar Ali (PAK),8,78,38*,78.00,0,8,2/24,45.50,0,3,0,32.50,2015
422,CJ Chibhabha (ZIM),8,411,99,58.71,0,6,2/25,32.00,0,0,0,26.71,2015
423,AG Cremer (ZIM),8,75,27,12.50,0,6,3/44,63.50,0,1,0,-50.99,2015
424,MJ McClenaghan (NZ),8,18,16,9.00,0,10,3/36,49.50,0,1,0,-40.49,2015
425,Mashrafe Mortaza (BAN),8,25,21,8.33,0,10,3/76,34.20,0,4,0,-25.86,2015
426,Mohammad Rizwan (PAK),8,220,67,44.00,0,,,,,,,,
427,Rubel Hossain (BAN),8,6,4,3.00,0,10,2/26,31.50,0,0,0,-28.49,2015
428,Shoaib Malik (PAK),8,339,112,84.75,1,2,1/13,87.00,0,2,0,-2.24,2015
429,SC Williams (ZIM),8,157,63,26.16,0,1,1/43,283.00,0,3,0,-256.83,2015
430,Yasir Shah (PAK),8,10,9,3.33,0,8,4/29,40.50,0,4,0,-37.16,2015
431,E Chigumbura (ZIM),7,274,117,45.66,2,,,,,,,,
432,T Panyangara (ZIM),7,44,33,22.00,0,3,2/50,116.66,0,1,0,-94.66,2015
433,Rahat Ali (PAK),7,1,1*,1.00,0,11,3/73,34.36,0,0,0,-33.36,2015
434,LRPL Taylor (NZ),7,487,119*,121.75,3,,,,,,,,
435,MA Wood (ENG),7,26,13,26.00,0,5,1/25,68.80,0,1,0,-42.79,2015
436,HM Amla (SA),6,227,124,37.83,1,,,,,,,,
437,GJ Bailey (AUS),6,219,75,43.80,0,,,,,,,,
438,F Behardien (SA),6,173,70,34.60,0,0,,,,,,,
439,JA Burns (AUS),6,146,69,24.33,0,,,,,,,,
440,JC Buttler (ENG),6,187,129,37.40,1,,,,,,,,
441,PJ Cummins (AUS),6,5,5,5.00,0,14,4/49,18.21,0,1,0,-13.21,2015
442,MJ Henry (NZ),6,12,12,6.00,0,5,2/64,70.80,0,3,0,-64.79,2015
443,Imran Tahir (SA),6,5,4,5.00,0,7,2/36,33.28,0,1,0,-28.28,2015
444,TWM Latham (NZ),6,318,110*,63.60,1,,,,,,,,
445,Litton Das (BAN),6,100,36,20.00,0,,,,,,,,
446,NL McCullum (NZ),6,40,25*,20.00,0,8,3/62,41.00,0,4,0,-20.99,2015
447,Mahmudullah (BAN),6,76,50,15.20,0,2,1/13,36.00,0,2,0,-20.79,2015
448,MR Marsh (AUS),6,145,64,36.25,0,8,4/27,27.37,0,4,0,8.87,2015
449,GJ Maxwell (AUS),6,168,85,33.60,0,8,2/41,28.00,0,5,0,5.60,2015
450,DA Miller (SA),6,108,44,21.60,0,,,,,,,,
451,Mustafizur Rahman (BAN),6,9,9,9.00,0,18,6/43,12.61,2,1,0,-3.61,2015
452,R Mutumbami (ZIM),6,89,32,22.25,0,,,,,,,,
453,RR Rossouw (SA),6,200,89,40.00,0,0,,,,,,,
454,SPD Smith (AUS),6,177,70,29.50,0,,,,,,,,
455,IS Sodhi (NZ),6,5,5,2.50,0,6,3/38,53.16,0,1,0,-50.66,2015
456,JWA Taylor (ENG),6,246,101,49.20,1,,,,,,,,
457,MS Wade (AUS),6,166,71*,83.00,0,,,,,,,,
458,Wahab Riaz (PAK),6,79,51*,26.33,0,9,4/59,26.66,0,1,0,-0.33,2015
459,BM Wheeler (NZ),6,58,39*,-,,,,,,,,,
460,DJ Willey (ENG),6,27,12*,9.00,0,12,3/51,24.08,0,1,0,-15.08,2015
461,Ahmed Shehzad (PAK),5,216,95,43.20,0,,,,,,,,
462,MM Ali (ENG),5,52,21*,13.00,0,6,3/32,33.66,0,0,0,-20.66,2015
463,JM Bairstow (ENG),5,141,83*,47.00,0,,,,,,,,
464,SW Billings (ENG),5,90,41,22.50,0,,,,,,,,
465,LD Chandimal (SL),5,180,65*,60.00,0,,,,,,,,
466,TM Dilshan (SL),5,211,62,42.20,0,2,1/31,63.00,0,0,0,-20.79,2015
467,Haris Sohail (PAK),5,288,89*,96.00,0,0,,,,,,,
468,B Kumar (IND),5,28,25*,28.00,0,7,4/33,21.28,0,0,0,6.71,2015
469,BB McCullum (NZ),5,101,39,20.20,0,,,,,,,,
470,AD Mathews (SL),5,132,70*,33.00,0,3,1/9,42.66,0,1,0,-9.66,2015
471,Mohammad Irfan (PAK),5,4,4*,-,,,,,,,,,
472,C Munro (NZ),5,77,35,25.66,0,0,,,,,,,
473,AR Patel (IND),5,13,10*,6.50,0,7,2/39,30.28,0,4,0,-23.78,2015
474,MDKJ Perera (SL),5,230,116,46.00,1,,,,,,,,
475,LE Plunkett (ENG),5,99,44,24.75,0,6,3/60,42.83,0,3,0,-18.08,2015
476,K Rabada (SA),5,11,10,5.50,0,11,6/16,16.72,1,1,0,-11.22,2015
477,JE Root (ENG),5,274,106*,68.50,2,0,,,,,,,
478,MJ Santner (NZ),5,97,44,24.25,0,7,3/31,32.85,0,1,0,-8.60,2015
479,V Sibanda (ZIM),5,86,28*,21.50,0,,,,,,,,
480,TAM Siriwardana (SL),5,121,52*,30.25,0,3,1/19,26.33,0,2,0,3.91,2015
481,MA Starc (AUS),5,1,1,1.00,0,7,2/34,35.28,0,1,0,-34.28,2015
482,Taskin Ahmed (BAN),5,2,2,2.00,0,5,3/42,30.00,0,1,0,-27.99,2015
483,HDRL Thirimanne (SL),5,203,90,40.60,0,,,,,,,,
484,KJ Abbott (SA),4,13,5,6.50,0,2,1/22,66.50,0,0,0,-59.99,2015
485,Arafat Sunny (BAN),4,14,14*,-,,,,,,,,,
486,STR Binny (IND),4,137,77,68.50,0,7,3/55,27.42,0,1,0,41.07,2015
487,RW Chakabva (ZIM),4,32,27,10.66,0,,,,,,,,
488,CR Ervine (ZIM),4,174,130*,87.00,1,,,,,,,,
489,Junaid Khan (PAK),4,9,5*,4.50,0,3,2/67,68.00,0,0,0,-63.49,2015
490,DS Kulkarni (IND),4,2,2*,-,,,,,,,,,
491,SL Malinga (SL),4,29,17,14.50,0,4,2/64,61.50,0,0,0,-46.99,2015
492,CB Mpofu (ZIM),4,,,,,,,,,,,,
493,NLTC Perera (SL),4,28,15,9.33,0,3,2/38,49.33,0,3,0,-39.99,2015
494,AM Rahane (IND),4,121,63,30.25,0,,,,,,,,
495,AT Rayudu (IND),4,209,124*,69.66,1,1,1/5,5.00,0,1,0,64.66,2015
496,TG Southee (NZ),4,24,18,12.00,0,4,3/44,52.50,0,1,0,-40.49,2015
497,P Utseya (ZIM),4,21,21*,10.50,0,3,2/63,64.33,0,2,0,-53.83,2015
498,BV Vitori (ZIM),4,8,8*,-,,,,,,,,,
499,Asad Shafiq (PAK),3,55,39,27.50,0,,,,,,,,
500,R Ashwin (IND),3,4,4,2.00,0,6,3/51,19.66,0,1,0,-17.66,2015
501,Babar Azam (PAK),3,91,54,30.33,0,,,,,,,,
502,NM Coulter-Nile (AUS),3,0,0*,-,,,,,,,,,
503,Q de Kock (SA),3,44,35,14.66,0,,,,,,,,
504,AB de Villiers (SA),3,104,64,34.66,0,0,,,,,,,
505,S Dhawan (IND),3,158,75,52.66,0,,,,,,,,
506,MS Dhoni (IND),3,121,69,40.33,0,,,,,,,,
507,JP Duminy (SA),3,64,51,32.00,0,1,1/28,72.00,0,1,0,-39.99,2015
508,F du Plessis (SA),3,110,63*,55.00,0,,,,,,,,
509,Fawad Alam (PAK),3,18,14,6.00,0,,,,,,,,
510,N Pradeep (SL),3,3,3*,-,,,,,,,,,
511,AJ Finch (AUS),3,138,70*,69.00,0,,,,,,,,
512,Hammad Azam (PAK),3,4,4,4.00,0,0,,,,,,,
513,Harbhajan Singh (IND),3,5,5*,-,,,,,,,,,
514,Imad Wasim (PAK),3,15,15,15.00,0,3,2/28,32.66,0,1,0,-17.66,2015
515,KM Jadhav (IND),3,126,105*,63.00,1,,,,,,,,
516,V Kohli (IND),3,49,25,16.33,0,0,,,,,,,
517,RAS Lakmal (SL),3,1,1*,-,,,,,,,,,
518,N Madziva (ZIM),3,5,3,1.66,0,6,4/49,24.83,0,1,0,-23.16,2015
519,AF Milne (NZ),3,19,15*,19.00,0,5,2/39,26.80,0,1,0,-7.79,2015
520,JDS Neesham (NZ),3,92,41,92.00,0,2,1/16,53.50,0,2,0,38.50,2015
521,SS Pathirana (SL),3,66,33,22.00,0,3,2/70,66.66,0,1,0,-44.66,2015
522,SK Raina (IND),3,112,40,37.33,0,3,3/45,33.00,0,0,0,4.33,2015
523,Saad Nasim (PAK),3,99,77*,49.50,0,0,,,,,,,
524,RG Sharma (IND),3,92,63,30.66,0,,,,,,,,
525,DW Steyn (SA),3,2,2,2.00,0,3,2/50,43.00,0,0,0,-40.99,2015
526,WU Tharanga (SL),3,64,28,21.33,0,,,,,,,,
527,DT Tiripano (ZIM),3,20,13*,20.00,0,3,2/48,45.33,0,0,0,-25.33,2015
528,MK Tiwary (IND),3,34,22,11.33,0,0,,,,,,,
529,RV Uthappa (IND),3,44,31,14.66,0,,,,,,,,
530,MN van Wyk (SA),3,76,58,25.33,0,,,,,,,,
531,M Vijay (IND),3,86,72,28.66,0,1,1/19,37.00,0,1,0,-8.33,2015
532,DA Warner (AUS),3,144,84,72.00,0,,,,,,,,
533,SR Watson (AUS),3,71,39,35.50,0,2,2/39,25.50,0,1,0,10.00,2015
534,D Wiese (SA),3,34,14,11.33,0,5,3/58,28.80,0,0,0,-17.46,2015
535,CR Woakes (ENG),3,20,14*,10.00,0,0,,,,,,,
536,AC Agar (AUS),2,5,5,5.00,0,2,1/12,28.50,0,2,0,-23.49,2015
537,A Balbirnie (IRE),2,17,12,8.50,0,,,,,,,,
538,TA Boult (NZ),2,0,0*,-,,,,,,,,,
539,DAJ Bracewell (NZ),2,13,13,13.00,0,4,3/31,21.25,0,0,0,-8.24,2015
540,CK Coventry (ZIM),2,10,10,10.00,0,,,,,,,,
541,JW Hastings (AUS),2,34,34*,-,,,,,,,,,
542,RA Jadeja (IND),2,51,32,25.50,0,1,1/48,76.00,0,2,0,-50.49,2015
543,CJ Jordan (ENG),2,5,3*,5.00,0,2,1/33,65.00,0,3,0,-59.99,2015
544,EC Joyce (IRE),2,67,44,67.00,0,,,,,,,,
545,Mohammad Sami (PAK),2,,,,,,,,,,,,
546,JF Mooney (IRE),2,0,0,0.00,0,1,1/33,33.00,0,0,0,-32.99,2015
547,CH Morris (SA),2,12,12,12.00,0,2,2/32,30.50,0,0,0,-18.49,2015
548,NJ O'Brien (IRE),2,55,45,27.50,0,,,,,,,,
549,JL Pattinson (AUS),2,2,2*,-,,,,,,,,,
550,VD Philander (SA),2,30,30*,-,,,,,,,,,
551,WTS Porterfield (IRE),2,11,7,5.50,0,,,,,,,,
552,SMA Priyanjan (SL),2,18,18,18.00,0,,,,,,,,
553,Saeed Ajmal (PAK),2,0,0,0.00,0,1,1/49,123.00,0,0,0,-122.99,2015
554,MM Sharma (IND),2,11,11,11.00,0,3,2/33,28.66,0,1,0,-17.66,2015
555,PR Stirling (IRE),2,2,2,1.00,0,0,,,,,,,
556,GC Wilson (IRE),2,4,3*,4.00,0,,,,,,,,
557,GH Worker (NZ),2,41,21,41.00,0,0,,,,,,,
558,UT Yadav (IND),2,2,2,2.00,0,2,2/58,45.50,0,0,0,-43.49,2015
559,CA Young (IRE),2,0,0,0.00,0,1,1/49,49.00,0,0,0,-48.99,2015
560,Abul Hasan (BAN),1,,,,,,,,,,,,
561,ZS Ansari (ENG),1,,,,,,,,,,,,
562,TT Bresnan (ENG),1,,,,,,,,,,,,
563,AR Cusack (IRE),1,,,,,,,,,,,,
564,GH Dockrell (IRE),1,,,,,,,,,,,,
565,PLS Gamage (SL),1,,,,,,,,,,,,
566,Jubair Hossain (BAN),1,5,5,5.00,0,0,,,,,,,
567,R Kaia (ZIM),1,,,,,,,,,,,,
568,AR McBrine (IRE),1,7,7,7.00,0,1,1/40,40.00,0,0,0,-32.99,2015
569,AW Mathieson (NZ),1,0,0*,-,,,,,,,,,
570,M Morkel (SA),1,1,1*,-,,,,,,,,,
571,T Mupariwa (ZIM),1,,,,,,,,,,,,
572,TJ Murtagh (IRE),1,2,2*,-,,,,,,,,,
573,J Nyumbu (ZIM),1,1,1*,-,,,,,,,,,
574,KJ O'Brien (IRE),1,,,,,,,,,,,,
575,MK Pandey (IND),1,71,71,71.00,0,,,,,,,,
576,AM Phangiso (SA),1,1,1,1.00,0,1,1/37,37.00,0,0,0,-35.99,2015
577,S Prasanna (SL),1,0,0,0.00,0,0,,,,,,,
578,Sami Aslam (PAK),1,45,45,45.00,0,,,,,,,,
579,SMSM Senanayake (SL),1,,,,,,,,,,,,
580,MP Stoinis (AUS),1,4,4,4.00,0,0,,,,,,,
581,SR Thompson (IRE),1,24,24,24.00,0,1,1/37,37.00,0,0,0,-12.99,2015
582,RJW Topley (ENG),1,6,6,6.00,0,0,,,,,,,
583,Umar Gul (PAK),1,0,0,0.00,0,0,,,,,,,
584,JM Vince (ENG),1,,,,,,,,,,,,
585,MN Waller (ZIM),1,5,5,5.00,0,,,,,,,,
586,Zulfiqar Babar (PAK),1,1,1*,-,,,,,,,,,
587,LD Chandimal (SL),12,606,102,60.60,2,,,,,,,,
588,AJ Finch (AUS),12,312,72,31.20,0,0,,,,,,,
589,BKG Mendis (SL),12,402,77,33.50,0,0,,,,,,,
590,MDKJ Perera (SL),12,330,135,27.50,1,,,,,,,,
591,MS Wade (AUS),12,243,76,34.71,0,,,,,,,,
592,AD Mathews (SL),11,425,73,42.50,0,9,2/17,22.00,0,4,0,20.50,2016
593,GJ Bailey (AUS),10,392,90*,49.00,0,,,,,,,,
594,MD Gunathilaka (SL),10,260,63,26.00,0,5,3/48,28.40,0,6,0,-2.39,2016
595,EJG Morgan (ENG),10,264,68,44.00,0,,,,,,,,
596,JE Root (ENG),10,445,93,55.62,0,1,1/26,41.00,0,3,0,14.62,2016
597,JJ Roy (ENG),10,497,162,62.12,2,,,,,,,,
598,MA Starc (AUS),10,34,17,11.33,0,20,3/32,19.45,0,1,0,-8.11,2016
599,A Zampa (AUS),10,15,5*,5.00,0,19,3/16,21.63,0,3,0,-16.63,2016
600,JP Faulkner (AUS),9,35,13,17.50,0,13,4/38,24.23,0,3,0,-6.73,2016
601,AD Hales (ENG),9,360,171,51.42,2,,,,,,,,
602,JR Hazlewood (AUS),9,11,11*,-,,,,,,,,,
603,UT Khawaja (AUS),9,223,98,27.87,0,,,,,,,,
604,LE Plunkett (ENG),9,31,22*,31.00,0,15,3/44,30.93,0,5,0,0.06,2016
605,S Prasanna (SL),9,177,95,22.12,0,6,2/32,66.16,0,1,0,-44.04,2016
606,AU Rashid (ENG),9,,,,,,,,,,,,
607,SPD Smith (AUS),9,352,78,50.28,0,,,,,,,,
608,CR Woakes (ENG),9,129,95*,129.00,0,14,4/41,28.57,0,5,0,100.42,2016
609,JC Buttler (ENG),8,274,93,91.33,0,,,,,,,,
610,WU Tharanga (SL),8,119,53*,23.80,0,,,,,,,,
611,DA Warner (AUS),8,309,109,44.14,2,,,,,,,,
612,MM Ali (ENG),7,75,45*,37.50,0,4,2/39,81.75,0,3,0,-44.24,2016
613,JM Bairstow (ENG),7,148,61,37.00,0,,,,,,,,
614,SJ Benn (WI),7,10,5,2.50,0,3,1/21,95.00,0,2,0,-92.49,2016
615,CR Brathwaite (WI),7,86,33*,17.20,0,9,2/35,34.55,0,2,0,-17.35,2016
616,DM Bravo (WI),7,222,102,31.71,1,,,,,,,,
617,J Charles (WI),7,199,49,28.42,0,,,,,,,,
618,ADS Fletcher (WI),7,89,27,12.71,0,0,,,,,,,
619,JO Holder (WI),7,105,40,17.50,0,7,2/44,36.71,0,3,0,-19.21,2016
620,EC Joyce (IRE),7,366,160*,73.20,2,,,,,,,,
621,RAS Lakmal (SL),7,20,10,6.66,0,9,4/38,30.55,0,1,0,-23.88,2016
622,MR Marsh (AUS),7,154,79*,38.50,0,4,3/32,43.25,0,5,0,-4.74,2016
623,BJ McCarthy (IRE),7,19,10*,4.75,0,18,4/59,20.00,0,2,0,-15.24,2016
624,TJ Murtagh (IRE),7,8,7,1.60,0,8,3/66,37.37,0,2,0,-35.77,2016
625,SP Narine (WI),7,48,23,16.00,0,12,6/27,23.75,1,1,0,-7.74,2016
626,KJ O'Brien (IRE),7,225,75,32.14,0,11,4/45,32.18,0,2,0,-0.03,2016
627,KA Pollard (WI),7,205,67*,41.00,0,5,2/32,36.40,0,2,0,4.60,2016
628,WTS Porterfield (IRE),7,144,73,20.57,0,,,,,,,,
629,SW Poynter (IRE),7,90,36,15.00,0,,,,,,,,
630,D Ramdin (WI),7,197,91,28.14,0,,,,,,,,
631,MN Samuels (WI),7,258,125,36.85,1,,,,,,,,
632,MD Shanaka (SL),7,119,42,19.83,0,6,5/43,20.16,1,2,0,-0.33,2016
633,PR Stirling (IRE),7,137,39*,22.83,0,2,1/24,104.50,0,7,0,-81.66,2016
634,DJ Willey (ENG),7,17,7,8.50,0,10,4/34,34.00,0,3,0,-25.49,2016
635,HM Amla (SA),6,241,110,48.20,1,,,,,,,,
636,Asghar Afghan (AFG),6,90,33,15.00,0,,,,,,,,
637,Azhar Ali (PAK),6,209,82,34.83,0,0,,,,,,,
638,Babar Azam (PAK),6,151,40,25.16,0,,,,,,,,
639,F Behardien (SA),6,101,62,25.25,0,0,,,,,,,
640,RD Berrington (SCOT),6,75,27,18.75,0,0,,,,,,,
641,KJ Coetzer (SCOT),6,253,127,50.60,1,,,,,,,,
642,MH Cross (SCOT),6,38,24,12.66,0,,,,,,,,
643,Dawlat Zadran (AFG),6,43,31*,43.00,0,8,2/29,23.12,0,0,0,19.87,2016
644,Q de Kock (SA),6,149,71,29.80,0,,,,,,,,
645,CD de Lange (SCOT),6,64,26*,32.00,0,8,2/26,22.87,0,6,0,9.12,2016
646,DM de Silva (SL),6,134,76,26.80,0,3,2/35,34.66,0,1,0,-7.86,2016
647,AB de Villiers (SA),6,121,39,24.20,0,,,,,,,,
648,JP Duminy (SA),6,92,41,23.00,0,1,1/12,66.00,0,1,0,-42.99,2016
649,AC Evans (SCOT),6,3,3,3.00,0,11,4/41,24.72,0,1,0,-21.72,2016
650,N Pradeep (SL),6,9,7,9.00,0,6,2/64,46.16,0,1,0,-37.16,2016
651,TM Head (AUS),6,131,40,21.83,0,3,2/22,38.33,0,2,0,-16.49,2016
652,Imran Tahir (SA),6,35,29,8.75,0,13,7/45,16.15,1,0,0,-7.40,2016
653,AR McBrine (IRE),6,106,79,35.33,0,4,2/29,56.75,0,3,0,-21.41,2016
654,Mirwais Ashraf (AFG),6,35,14*,11.66,0,4,2/40,32.50,0,1,0,-20.83,2016
655,Mohammad Nabi (AFG),6,134,50,33.50,0,8,3/26,21.00,0,3,0,12.50,2016
656,Mohammad Shahzad (AFG),6,286,84,47.66,0,,,,,,,,
657,Najibullah Zadran (AFG),6,221,89*,44.20,0,,,,,,,,
658,K Rabada (SA),6,28,15*,28.00,0,7,3/13,27.14,0,0,0,0.85,2016
659,Rahmat Shah (AFG),6,234,100*,46.80,1,2,2/30,36.00,0,1,0,10.80,2016
660,Rashid Khan (AFG),6,142,60*,47.33,0,9,4/21,20.00,0,5,0,27.33,2016
661,Sarfaraz Ahmed (PAK),6,302,105,50.33,1,,,,,,,,
662,SM Sharif (SCOT),6,17,12*,17.00,0,7,3/25,30.28,0,4,0,-13.28,2016
663,Sharjeel Khan (PAK),6,252,152,42.00,1,,,,,,,,
664,CD Wallace (SCOT),6,121,52,24.20,0,,,,,,,,
665,GC Wilson (IRE),6,97,58,19.40,0,,,,,,,,
666,MA Aponso (SL),5,6,2*,6.00,0,7,4/18,25.85,0,0,0,-19.85,2016
