,player,matches,runs,hs,batting_avg,_100,wkts,bb_inn,bowling_avg,_5w,catches_taken,stumping_made,avg_diff,season
1014,Mushfiqur Rahim (BAN),8,412,144,51.50,1,,,,,,,,
1015,Mustafizur Rahman (BAN),8,15,10,7.50,0,15,4/43,21.80,0,1,0,-14.29,2018
1016,LE Plunkett (ENG),8,61,47*,20.33,0,14,4/46,25.57,0,2,0,-5.23,2018
1017,Rahmat Shah (AFG),8,216,72,27.00,0,1,1/7,17.00,0,1,0,10.00,2018
1018,Rashid Khan (AFG),8,98,57*,24.50,0,18,3/18,14.88,0,3,0,9.61,2018
1019,JJ Roy (ENG),8,416,120,52.00,2,,,,,,,,
1020,Rubel Hossain (BAN),8,4,2,1.00,0,11,3/61,25.63,0,3,0,-24.63,2018
1021,RG Sharma (IND),8,471,137*,94.20,2,,,,,,,,
1022,DJ Willey (ENG),8,105,50,26.25,0,12,4/43,30.41,0,2,0,-4.16,2018
1023,MA Wood (ENG),8,1,1,1.00,0,7,2/49,51.85,0,4,0,-50.85,2018
1024,KD Karthik (IND),7,167,44,41.75,0,,,,,,,,
1025,AD Mathews (SL),7,273,97*,54.60,0,,,,,,,,
1026,BKG Mendis (SL),7,86,38,12.28,0,,,,,,,,
1027,Mohammad Shahzad (AFG),7,269,124,38.42,1,,,,,,,,
1028,MDKJ Perera (SL),7,207,81,29.57,0,,,,,,,,
1029,NLTC Perera (SL),7,182,51*,30.33,0,13,5/55,20.07,1,2,0,10.25,2018
1030,Shakib Al Hasan (BAN),7,239,97,34.14,0,9,4/42,33.88,0,2,0,0.25,2018
1031,WU Tharanga (SL),7,156,36,22.28,0,,,,,,,,
1032,Usman Shinwari (PAK),7,0,0,0.00,0,12,4/36,16.91,0,2,0,-16.91,2018
1033,A Dananjaya (SL),6,65,37,13.00,0,16,6/29,18.06,1,4,0,-5.06,2018
1034,Faheem Ashraf (PAK),6,21,21,10.50,0,11,5/22,9.81,1,2,0,0.68,2018
1035,AD Hales (ENG),6,284,147,56.80,1,,,,,,,,
1036,Ihsanullah (AFG),6,137,57*,27.40,0,,,,,,,,
1037,KM Jadhav (IND),6,70,28*,70.00,0,6,3/23,23.16,0,2,0,46.83,2018
1038,B Kumar (IND),6,51,21,17.00,0,6,3/15,37.50,0,0,0,-20.49,2018
1039,RAS Lakmal (SL),6,44,20,11.00,0,7,3/46,35.57,0,5,0,-24.57,2018
1040,Litton Das (BAN),6,181,121,30.16,1,,,,,,,,
1041,Mohammad Amir (PAK),6,18,18*,-,,,,,,,,,
1042,Mohammad Mithun (BAN),6,137,63,22.83,0,,,,,,,,
1043,Mosaddek Hossain (BAN),6,53,26*,26.50,0,1,1/8,89.00,0,1,0,-62.49,2018
1044,AT Rayudu (IND),6,175,60,43.75,0,0,,,,,,,
1045,AC Agar (AUS),5,130,46,26.00,0,4,2/48,58.00,0,2,0,-31.99,2018
1046,HM Amla (SA),5,161,59,32.20,0,,,,,,,,
1047,Q de Kock (SA),5,213,87,42.60,0,,,,,,,,
1048,DM de Silva (SL),5,147,84,29.40,0,4,2/38,34.75,0,7,0,-5.34,2018
1049,N Dickwella (SL),5,158,69,31.60,0,,,,,,,,
1050,JP Duminy (SA),5,227,92,56.75,0,2,2/35,70.00,0,1,0,-13.24,2018
1051,AJ Finch (AUS),5,161,100,32.20,1,0,,,,,,,
1052,TM Head (AUS),5,194,63,38.80,0,,,,,,,,
1053,SE Marsh (AUS),5,288,131,57.60,2,,,,,,,,
1054,H Masakadza (ZIM),5,132,59,26.40,0,0,,,,,,,
1055,WP Masakadza (ZIM),5,24,12,8.00,0,3,1/56,87.00,0,0,0,-78.99,2018
1056,PJ Moor (ZIM),5,117,50,29.25,0,,,,,,,,
1057,PWA Mulder (SA),5,41,19*,13.66,0,5,2/59,40.80,0,3,0,-27.13,2018
1058,R Murray (ZIM),5,108,47,27.00,0,,,,,,,,
1059,Najibullah Zadran (AFG),5,79,42,19.75,0,,,,,,,,
1060,TD Paine (AUS),5,36,15,7.20,0,,,,,,,,
1061,AL Phehlukwayo (SA),5,43,24*,21.50,0,9,3/45,28.22,0,0,0,-6.72,2018
1062,MP Stoinis (AUS),5,76,44,15.20,0,3,2/37,74.33,0,0,0,-59.13,2018
1063,JJ Bumrah (IND),4,,,,,,,,,,,,
1064,RA Jadeja (IND),4,48,25,24.00,0,7,4/29,22.28,0,0,0,1.71,2018
1065,Junaid Khan (PAK),4,3,3*,-,,,,,,,,,
1066,CBRLS Kumara (SL),4,10,7*,10.00,0,4,2/34,35.00,0,1,0,-24.99,2018
1067,DA Miller (SA),4,85,51,21.25,0,,,,,,,,
1068,Mohammad Nawaz (3) (PAK),4,33,15*,16.50,0,5,3/57,35.60,0,2,0,-19.09,2018
1069,TK Musakanda (ZIM),4,55,24,13.75,0,,,,,,,,
1070,B Muzarabani (ZIM),4,6,4,3.00,0,2,1/43,102.00,0,0,0,-98.99,2018
1071,L Ngidi (SA),4,1,1*,-,,,,,,,,,
1072,HH Pandya (IND),4,42,21,21.00,0,1,1/70,180.00,0,1,0,-158.99,2018
1073,K Rabada (SA),4,12,12*,-,,,,,,,,,
1074,MD Shanaka (SL),4,93,65,23.25,0,1,1/20,39.00,0,0,0,-15.74,2018
1075,B Stanlake (AUS),4,3,2,1.50,0,6,3/35,34.50,0,1,0,-32.99,2018
1076,Tamim Iqbal (BAN),4,289,130*,144.50,2,,,,,,,,
1077,DT Tiripano (ZIM),4,69,44,23.00,0,2,2/66,125.50,0,1,0,-102.49,2018
1078,Aarif Sheikh (NEP),3,19,16,6.33,0,,,,,,,,
1079,DS Airee (NEP),3,92,40,30.66,0,1,1/19,45.00,0,2,0,-14.33,2018
1080,Anamul Haque (BAN),3,33,23,11.00,0,,,,,,,,
1081,A Balbirnie (IRE),3,132,60,44.00,0,,,,,,,,
1082,D Bishoo (WI),3,29,29*,29.00,0,4,2/52,33.25,0,1,0,-4.24,2018
1083,PKD Chase (IRE),3,4,4*,4.00,0,2,1/45,65.00,0,0,0,-60.99,2018
1084,TL Chatara (ZIM),3,6,5,3.00,0,3,2/49,54.00,0,1,0,-50.99,2018
1085,CJ Chibhabha (ZIM),3,43,20,14.33,0,0,,,,,,,
1086,E Chigumbura (ZIM),3,71,37,35.50,0,,,,,,,,
1087,F du Plessis (SA),3,106,49,35.33,0,,,,,,,,
1088,CH Gayle (WI),3,142,73,47.33,0,0,,,,,,,
1089,RR Hendricks (SA),3,104,102,34.66,1,,,,,,,,
1090,SO Hetmyer (WI),3,207,125,69.00,1,,,,,,,,
1091,JO Holder (WI),3,33,17,11.00,0,4,2/55,42.00,0,0,0,-30.99,2018
1092,SD Hope (WI),3,95,64,31.66,0,,,,,,,,
1093,Imrul Kayes (BAN),3,83,72*,41.50,0,,,,,,,,
1094,GSNFG Jayasuriya (SL),3,32,18,10.66,0,1,1/22,61.00,0,0,0,-50.33,2018
1095,S Kaul (IND),3,1,1,0.50,0,0,,,,,,,
1096,P Khadka (NEP),3,79,51,26.33,0,5,4/26,16.60,0,3,0,9.73,2018
1097,V Kohli (IND),3,191,75,63.66,0,,,,,,,,
1098,S Lamichhane (NEP),3,11,8,3.66,0,8,4/24,13.37,0,0,0,-9.70,2018
1099,E Lewis (WI),3,42,17,14.00,0,,,,,,,,
1100,AR McBrine (IRE),3,29,16,9.66,0,1,1/46,93.00,0,0,0,-83.33,2018
1101,G Malla (NEP),3,68,51,22.66,0,,,,,,,,
1102,AK Markram (SA),3,23,20,7.66,0,,,,,,,,
1103,GJ Maxwell (AUS),3,112,62,37.33,0,0,,,,,,,
1104,TJ Murtagh (IRE),3,8,4*,4.00,0,9,4/30,11.11,0,2,0,-7.11,2018
1105,Najmul Hossain Shanto (BAN),3,20,7,6.66,0,,,,,,,,
1106,AR Nurse (WI),3,15,7,7.50,0,3,2/53,42.00,0,1,0,-34.49,2018
1107,KJ O'Brien (IRE),3,46,22,15.33,0,1,1/45,45.00,0,2,0,-29.66,2018
1108,NJ O'Brien (IRE),3,22,11,7.33,0,,,,,,,,
1109,WTS Porterfield (IRE),3,30,16,10.00,0,,,,,,,,
1110,R Powell (WI),3,118,74*,59.00,0,,,,,,,,
1111,KL Rahul (IND),3,69,60,34.50,0,,,,,,,,
1112,SK Raina (IND),3,47,46,23.50,0,0,,,,,,,
1113,WB Rankin (IRE),3,5,4,5.00,0,4,3/44,24.00,0,0,0,-18.99,2018
1114,B Regmi (NEP),3,13,12,4.33,0,4,2/49,29.00,0,0,0,-24.66,2018
1115,JA Richardson (AUS),3,21,14,10.50,0,5,3/92,42.80,0,1,0,-32.29,2018
1116,KW Richardson (AUS),3,15,14,7.50,0,6,3/51,26.00,0,2,0,-18.49,2018
1117,LN Roche (ZIM),3,4,4,2.00,0,2,1/54,78.50,0,1,0,-76.49,2018
1118,Sabbir Rahman (BAN),3,27,12,9.00,0,,,,,,,,
1119,Shaheen Shah Afridi (PAK),3,14,14*,-,,,,,,,,,
1120,T Shamsi (SA),3,,,,,,,,,,,,
1121,DJM Short (AUS),3,83,47*,41.50,0,0,,,,,,,
1122,Simi Singh (IRE),3,69,36*,34.50,0,1,1/17,67.00,0,3,0,-32.49,2018
1123,Sompal Kami (NEP),3,88,61,44.00,0,6,3/34,22.16,0,0,0,21.83,2018
1124,PR Stirling (IRE),3,51,39,17.00,0,,,,,,,,
1125,BA Stokes (ENG),3,55,50,27.50,0,0,,,,,,,
1126,AJ Tye (AUS),3,34,19,17.00,0,4,2/42,55.75,0,0,0,-38.74,2018
1127,GC Wilson (IRE),3,65,38,21.66,0,,,,,,,,
1128,KK Ahmed (IND),2,1,1*,-,,,,,,,,,
1129,Aizaz Khan (HKG),2,27,27,13.50,0,1,1/41,60.00,0,0,0,-46.49,2018
1130,Anshuman Rath (HKG),2,92,73,46.00,0,,,,,,,,
1131,Babar Hayat (HKG),2,25,18,12.50,0,,,,,,,,
1132,W Barresi (NED),2,83,71,41.50,0,0,,,,,,,
1133,SW Billings (ENG),2,23,12,11.50,0,,,,,,,,
1134,AT Carey (AUS),2,50,44,25.00,0,,,,,,,,
1135,C Carter (HKG),2,5,3,2.50,0,,,,,,,,
1136,BB Chari (ZIM),2,3,2,1.50,0,,,,,,,,
1137,TS Chisoro (ZIM),2,1,1,0.50,0,0,,,,,,,
1138,BN Cooper (NED),2,39,20,19.50,0,,,,,,,,
1139,CJ Dala (SA),2,8,5,8.00,0,1,1/57,121.00,0,1,0,-112.99,2018
1140,BFW de Leede (NED),2,30,30,15.00,0,1,1/3,15.00,0,1,0,0.00,2018
1141,SA Edwards (NED),2,27,18,13.50,0,,,,,,,,
1142,Ehsan Khan (HKG),2,22,22,11.00,0,4,2/34,24.75,0,0,0,-13.74,2018
1143,Ehsan Nawaz (HKG),2,11,9,11.00,0,1,1/50,77.00,0,0,0,-65.99,2018
1144,Hazratullah Zazai (AFG),2,15,14,7.50,0,,,,,,,,
1145,NGRP Jayasuriya (SL),2,11,11*,11.00,0,0,,,,,,,
1146,AS Joseph (WI),2,30,29*,-,,,,,,,,,
1147,TS Kamunhukamwe (ZIM),2,37,34,18.50,0,,,,,,,,
1148,Karan KC (NEP),2,0,0,0.00,0,1,1/38,99.00,0,0,0,-98.99,2018
1149,SP Khakurel (NEP),2,69,50,34.50,0,,,,,,,,
1150,H Klaasen (SA),2,20,17,10.00,0,,,,,,,,
1151,FJ Klaassen (NED),2,24,13,12.00,0,6,3/30,11.33,0,0,0,0.66,2018
1152,NM Lyon (AUS),2,4,3*,4.00,0,1,1/38,70.00,0,1,0,-65.99,2018
1153,KA Maharaj (SA),2,25,17,12.50,0,2,1/32,34.50,0,0,0,-21.99,2018
1154,SL Malinga (SL),2,4,3*,4.00,0,5,4/23,17.80,0,0,0,-13.79,2018
1155,PS Masvaure (ZIM),2,40,39,20.00,0,0,,,,,,,
1156,SS McKechnie (HKG),2,7,7,3.50,0,,,,,,,,
1157,JN Mohammed (WI),2,22,12,11.00,0,0,,,,,,,
1158,Mominul Haque (BAN),2,14,9,7.00,0,0,,,,,,,
1159,SJ Myburgh (NED),2,29,29,14.50,0,,,,,,,,
1160,Nadeem Ahmed (HKG),2,9,9*,-,,,,,,,,,
1161,Nazmul Islam (BAN),2,7,7,7.00,0,1,1/56,85.00,0,1,0,-77.99,2018
1162,MG Neser (AUS),2,8,6,4.00,0,2,2/46,60.00,0,0,0,-55.99,2018
1163,R Ngarava (ZIM),2,2,1,1.00,0,0,,,,,,,
1164,Nizakat Khan (HKG),2,105,92,52.50,0,0,,,,,,,
1165,RK Paudel (NEP),2,15,9,7.50,0,,,,,,,,
1166,KMA Paul (WI),2,4,4,4.00,0,1,1/43,120.00,0,3,0,-115.99,2018
1167,MJG Rippon (NED),2,54,51,27.00,0,5,3/23,13.80,0,2,0,13.20,2018
1168,AK Sah (NEP),2,25,21,12.50,0,,,,,,,,
1169,Samiullah Shinwari (AFG),2,41,23*,41.00,0,0,,,,,,,
1170,PM Seelaar (NED),2,26,21,13.00,0,5,3/20,14.00,0,0,0,-0.99,2018
1171,KD Shah (HKG),2,43,26,21.50,0,3,3/39,13.00,0,0,0,8.50,2018
1172,S Snater (NED),2,12,12,6.00,0,1,1/41,63.00,0,3,0,-56.99,2018
1173,Soumya Sarkar (BAN),2,33,33,16.50,0,1,1/19,19.00,0,1,0,-2.49,2018
1174,Tanwir Afzal (HKG),2,12,12*,12.00,0,0,,,,,,,
1175,DJ ter Braak (NED),2,40,39,20.00,0,,,,,,,,
1176,SN Thakur (IND),2,22,22*,22.00,0,1,1/51,92.00,0,0,0,-69.99,2018
1177,PA van Meekeren (NED),2,15,12*,-,,,,,,,,,
1178,UT Yadav (IND),2,0,0,0.00,0,3,2/70,44.33,0,2,0,-44.33,2018
1179,Yasir Shah (PAK),2,,,,,,,,,,,,
1180,Abdul Shakoor (UAE),1,10,10,10.00,0,,,,,,,,
1181,Abu Hider (BAN),1,1,1,1.00,0,2,2/50,25.00,0,1,0,-23.99,2018
1182,Adnan Mufti (UAE),1,57,57*,-,,,,,,,,,
1183,Ahmed Raza (UAE),1,12,12,12.00,0,4,4/37,9.25,0,1,0,2.75,2018
1184,Amir Hayat (UAE),1,0,0*,-,,,,,,,,,
1185,MA Aponso (SL),1,4,4,4.00,0,1,1/55,55.00,0,0,0,-50.99,2018
1186,Ashfaq Ahmed (UAE),1,45,45,45.00,0,1,1/27,27.00,0,2,0,18.00,2018
1187,JO Holder (WI),17,300,62,25.00,0,11,3/42,56.09,0,11,0,-31.09,2019
1188,SD Hope (WI),17,779,170,51.93,2,,,,,,,,
1189,JE Root (ENG),17,766,107,54.71,2,2,2/27,32.50,0,17,0,22.21,2019
1190,EJG Morgan (ENG),16,535,148,48.63,1,,,,,,,,
1191,AU Rashid (ENG),16,59,25,14.75,0,15,3/54,49.33,0,5,0,-34.58,2019
1192,BA Stokes (ENG),16,594,89,66.00,0,7,3/23,51.14,0,6,0,14.85,2019
1193,JM Bairstow (ENG),15,743,128,53.07,3,,,,,,,,
1194,JC Buttler (ENG),15,456,110*,41.45,2,,,,,,,,
1195,SS Cottrell (WI),15,62,17,12.40,0,15,4/56,41.73,0,11,0,-29.33,2019
1196,Mushfiqur Rahim (BAN),15,708,102*,59.00,1,,,,,,,,
1197,Tamim Iqbal (BAN),15,432,80,28.80,0,,,,,,,,
1198,CR Woakes (ENG),15,147,40,16.33,0,26,5/54,25.30,1,9,0,-8.97,2019
1199,JC Archer (ENG),14,13,7*,3.25,0,23,3/27,24.73,0,4,0,-21.48,2019
1200,Mahmudullah (BAN),14,321,69,40.12,0,0,,,,,,,
1201,Soumya Sarkar (BAN),14,454,73,32.42,0,8,3/56,24.37,0,13,0,8.05,2019
1202,Babar Azam (PAK),13,751,115,62.58,2,,,,,,,,
1203,Fakhar Zaman (PAK),13,386,138,29.69,1,0,,,,,,,
1204,Mehidy Hasan Miraz (BAN),13,90,43,15.00,0,11,2/47,55.27,0,4,0,-40.27,2019
1205,Mustafizur Rahman (BAN),13,21,18,5.25,0,30,5/59,26.20,2,4,0,-20.94,2019
1206,Sarfaraz Ahmed (PAK),13,329,97,47.00,0,,,,,,,,
1207,CH Gayle (WI),12,329,87,29.90,0,2,1/8,40.00,0,4,0,-10.09,2019
1208,Gulbadin Naib (AFG),12,217,47,19.72,0,19,6/43,30.52,1,3,0,-10.79,2019
1209,SO Hetmyer (WI),12,300,54,33.33,0,,,,,,,,
1210,Imam-ul-Haq (PAK),12,539,151,53.90,2,,,,,,,,
1211,V Kohli (IND),12,677,120,75.22,2,,,,,,,,
1212,Mashrafe Mortaza (BAN),12,34,15,8.50,0,7,3/49,77.85,0,3,0,-69.35,2019
1213,N Pooran (WI),12,439,118,48.77,1,,,,,,,,
1214,Rahmat Shah (AFG),12,433,113,36.08,1,2,1/12,47.00,0,6,0,-10.91,2019
1215,KAJ Roach (WI),12,32,14*,10.66,0,10,3/36,45.10,0,3,0,-34.43,2019
1216,RG Sharma (IND),12,676,140,67.60,5,,,,,,,,
1217,CR Brathwaite (WI),11,170,101,24.28,1,12,4/63,34.50,0,1,0,-10.21,2019
1218,Hashmatullah Shahidi (AFG),11,315,76,31.50,0,,,,,,,,
1219,Imad Wasim (PAK),11,229,49*,32.71,0,8,3/53,53.00,0,2,0,-20.28,2019
1220,FDM Karunaratne (SL),11,396,97,39.60,0,0,,,,,,,
1221,AD Mathews (SL),11,432,113,48.00,1,1,1/6,6.00,0,2,0,42.00,2019
1222,BKG Mendis (SL),11,347,66,34.70,0,,,,,,,,
1223,Mosaddek Hossain (BAN),11,208,52*,23.11,0,3,2/33,111.00,0,4,0,-87.88,2019
1224,LE Plunkett (ENG),11,62,27*,62.00,0,19,4/35,23.84,0,1,0,38.15,2019
1225,Rashid Khan (AFG),11,121,35,11.00,0,8,2/17,61.00,0,3,0,-49.99,2019
1226,JJ Roy (ENG),11,720,153,72.00,2,,,,,,,,
1227,Shakib Al Hasan (BAN),11,746,124*,93.25,2,13,5/29,40.30,1,5,0,52.94,2019
1228,MA Wood (ENG),11,11,10*,5.50,0,20,3/18,26.70,0,2,0,-21.19,2019
1229,TA Boult (NZ),10,10,4,10.00,0,17,4/30,28.17,0,7,0,-18.17,2019
1230,AT Carey (AUS),10,375,85,62.50,0,,,,,,,,
1231,PJ Cummins (AUS),10,51,23*,7.28,0,14,3/33,30.50,0,4,0,-23.21,2019
1232,C de Grandhomme (NZ),10,190,64,23.75,0,6,1/14,35.33,0,3,0,-11.58,2019
1233,DM de Silva (SL),10,133,29*,22.16,0,7,3/32,45.00,0,0,0,-22.83,2019
1234,AJ Finch (AUS),10,507,153,50.70,2,1,1/13,20.00,0,5,0,30.70,2019
1235,MJ Guptill (NZ),10,186,73*,20.66,0,,,,,,,,
1236,TWM Latham (NZ),10,155,57,19.37,0,,,,,,,,
1237,GJ Maxwell (AUS),10,177,46*,22.12,0,0,,,,,,,
1238,Mohammad Hafeez (PAK),10,312,84,31.20,0,2,1/43,131.00,0,6,0,-99.79,2019
1239,Mohammad Nabi (AFG),10,134,52,13.40,0,10,4/30,35.60,0,5,0,-22.19,2019
1240,Mohammad Saifuddin (BAN),10,87,51*,29.00,0,17,3/72,31.52,0,1,0,-2.52,2019
1241,Najibullah Zadran (AFG),10,290,60*,36.25,0,,,,,,,,
1242,JDS Neesham (NZ),10,232,97*,33.14,0,15,5/31,19.46,1,4,0,13.67,2019
1243,MDKJ Perera (SL),10,456,111,45.60,1,,,,,,,,
1244,MJ Santner (NZ),10,72,17*,24.00,0,6,2/34,53.83,0,3,0,-29.83,2019
1245,SPD Smith (AUS),10,379,85,37.90,0,1,1/6,32.00,0,3,0,5.90,2019
1246,MA Starc (AUS),10,68,29,11.33,0,27,5/26,18.59,2,3,0,-7.25,2019
1247,LRPL Taylor (NZ),10,350,82,38.88,0,,,,,,,,
1248,O Thomas (WI),10,13,6*,4.33,0,9,4/27,45.77,0,0,0,-41.44,2019
1249,DA Warner (AUS),10,647,166,71.88,3,,,,,,,,
1250,KS Williamson (NZ),10,578,148,82.57,2,2,1/25,32.00,0,6,0,50.57,2019
1251,MR Adair (IRE),9,117,32,19.50,0,15,4/19,33.93,0,2,0,-14.43,2019
1252,MM Ali (ENG),9,121,46*,20.16,0,6,3/50,70.16,0,4,0,-49.99,2019
1253,CJA Amini (PNG),9,175,53,19.44,0,8,3/39,46.37,0,7,0,-26.93,2019
1254,Asghar Afghan (AFG),9,219,44,27.37,0,,,,,,,,
1255,A Balbirnie (IRE),9,352,135,39.11,2,,,,,,,,
1256,JJ Bumrah (IND),9,1,1*,-,,,,,,,,,
1257,YS Chahal (IND),9,5,5,5.00,0,13,4/51,36.46,0,4,0,-31.46,2019
1258,Q de Kock (SA),9,305,68,38.12,0,,,,,,,,
1259,MS Dhoni (IND),9,273,56*,45.50,0,,,,,,,,
1260,K Doriga (PNG),9,107,39*,15.28,0,,,,,,,,
1261,F du Plessis (SA),9,387,100,64.50,1,,,,,,,,
1262,CR Ervine (ZIM),9,395,105,43.88,1,,,,,,,,
1263,LH Ferguson (NZ),9,4,4*,4.00,0,21,4/37,19.47,0,2,0,-15.47,2019
1264,Hasan Ali (PAK),9,77,32,19.25,0,5,1/57,103.80,0,0,0,-84.54,2019
1265,MJ Henry (NZ),9,18,7,4.50,0,14,4/47,28.00,0,3,0,-23.49,2019
1266,Imran Tahir (SA),9,11,10*,5.50,0,11,4/29,34.00,0,2,0,-28.49,2019
1267,KM Jadhav (IND),9,115,52,38.33,0,0,,,,,,,
1268,KM Jarvis (ZIM),9,69,32*,34.50,0,13,4/17,21.23,0,3,0,13.26,2019
1269,UT Khawaja (AUS),9,316,89,35.11,0,,,,,,,,
1270,Kuldeep Yadav (IND),9,1,1*,-,,,,,,,,,
1271,B Kumar (IND),9,3,2,1.00,0,14,4/31,25.64,0,2,0,-24.64,2019
1272,Mohammad Amir (PAK),9,11,8,5.50,0,17,5/30,21.05,1,2,0,-15.55,2019
1273,Mohammad Mithun (BAN),9,133,43,16.62,0,,,,,,,,
1274,Mujeeb Ur Rahman (AFG),9,28,13,7.00,0,7,3/39,45.85,0,3,0,-38.85,2019
1275,AR Nurse (WI),9,53,19*,17.66,0,7,4/51,44.00,0,1,0,-26.33,2019
1276,KJ O'Brien (IRE),9,228,68,28.50,0,1,1/21,97.00,0,6,0,-68.49,2019
1277,HH Pandya (IND),9,226,48,32.28,0,10,3/60,44.70,0,3,0,-12.41,2019
1278,AL Phehlukwayo (SA),9,133,46*,33.25,0,11,2/18,30.54,0,1,0,2.70,2019
1279,N Pokana (PNG),9,43,11*,43.00,0,20,3/25,14.25,0,6,0,28.75,2019
1280,WTS Porterfield (IRE),9,273,94,30.33,0,,,,,,,,
1281,K Rabada (SA),9,58,31*,29.00,0,11,3/56,36.09,0,3,0,-7.09,2019
1282,KL Rahul (IND),9,361,111,45.12,1,,,,,,,,
1283,Sabbir Rahman (BAN),9,121,60,20.16,0,0,,,,,,,
1284,Shaheen Shah Afridi (PAK),9,27,19*,27.00,0,21,6/35,22.80,1,1,0,4.19,2019
1285,L Siaka (PNG),9,181,62,20.11,0,2,2/33,36.50,0,5,0,-16.38,2019
1286,Sikandar Raza (ZIM),9,179,85*,29.83,0,6,2/28,45.00,0,2,0,-15.16,2019
1287,PR Stirling (IRE),9,502,130,55.77,1,3,1/13,17.66,0,2,0,38.11,2019
1288,I Udana (SL),9,60,17,8.57,0,9,2/41,42.77,0,3,0,-34.20,2019
1289,TP Ura (PNG),9,210,54,23.33,0,,,,,,,,
1290,A Vala (PNG),9,366,104,40.66,1,10,3/37,22.30,0,7,0,18.36,2019
1291,HE van der Dussen (SA),9,311,95,62.20,0,,,,,,,,
1292,N Vanua (PNG),9,104,30,13.00,0,10,4/37,34.30,0,3,0,-21.29,2019
1293,SC Williams (ZIM),9,322,109*,46.00,1,11,4/43,26.54,0,6,0,19.45,2019
1294,FA Allen (WI),8,64,51,21.33,0,4,2/40,57.25,0,5,0,-35.91,2019
1295,DM Bravo (WI),8,55,19,11.00,0,,,,,,,,
1296,RL Chase (WI),8,134,51,33.50,0,2,1/37,84.00,0,1,0,-50.49,2019
1297,TL Chatara (ZIM),8,6,4*,6.00,0,10,3/25,26.90,0,0,0,-20.89,2019
1298,Dawlat Zadran (AFG),8,11,6,2.20,0,12,3/35,35.16,0,2,0,-32.96,2019
1299,WIA Fernando (SL),8,372,104,46.50,1,,,,,,,,
1300,Haris Sohail (PAK),8,267,89,38.14,0,0,,,,,,,
1301,E Lewis (WI),8,279,70,39.85,0,,,,,,,,
1302,SL Malinga (SL),8,17,6*,3.40,0,16,4/43,25.68,0,0,0,-22.28,2019
1303,AK Markram (SA),8,140,45,23.33,0,1,1/22,76.00,0,5,0,-52.66,2019
1304,CH Morris (SA),8,74,42,24.66,0,13,3/13,26.23,0,3,0,-1.56,2019
1305,TJ Murtagh (IRE),8,27,12,13.50,0,12,5/21,29.16,1,1,0,-15.66,2019
1306,NLTC Perera (SL),8,63,27,7.87,0,2,1/19,144.50,0,3,0,-136.62,2019
1307,WB Rankin (IRE),8,8,5*,8.00,0,13,3/40,29.00,0,1,0,-20.99,2019
1308,CA Soper (PNG),8,108,29*,21.60,0,6,2/43,40.66,0,3,0,-19.06,2019
1309,MP Stoinis (AUS),8,87,22,14.50,0,7,2/37,34.85,0,3,0,-20.35,2019
1310,HDRL Thirimanne (SL),8,212,53,42.40,0,,,,,,,,
1311,Wahab Riaz (PAK),8,88,45,17.60,0,11,3/46,36.36,0,4,0,-18.76,2019
1312,SW Ambris (WI),7,314,148,62.80,1,,,,,,,,
1313,HM Amla (SA),7,203,80*,40.60,0,,,,,,,,
1314,Asif Ali (PAK),7,161,52,26.83,0,0,,,,,,,
1315,ST Gabriel (WI),7,3,3*,3.00,0,10,3/44,35.20,0,0,0,-32.19,2019
1316,Hazratullah Zazai (AFG),7,124,34,17.71,0,,,,,,,,
1317,Ikram Alikhil (AFG),7,142,86,28.40,0,,,,,,,,
1318,JA McCollum (IRE),7,165,73,23.57,0,,,,,,,,
1319,SF Mire (ZIM),7,115,40,16.42,0,5,4/43,16.40,0,1,0,0.02,2019
1320,Mohammed Shami (IND),7,5,3*,1.66,0,18,5/69,15.94,1,4,0,-14.27,2019
1321,PJ Moor (ZIM),7,129,58*,32.25,0,,,,,,,,
1322,RR Pant (IND),7,136,48,22.66,0,,,,,,,,
1323,Shadab Khan (PAK),7,43,20*,14.33,0,9,3/50,35.55,0,1,0,-21.22,2019
1324,DT Tiripano (ZIM),7,72,33,24.00,0,8,3/34,29.62,0,1,0,-5.62,2019
1325,G Toka (PNG),7,103,29,17.16,0,,,,,,,,
1326,JM Vince (ENG),7,134,43,22.33,0,,,,,,,,
1327,Aftab Alam (AFG),6,19,14,9.50,0,10,3/28,23.60,0,0,0,-14.09,2019
1328,KJ Coetzer (SCOT),6,327,96,54.50,0,,,,,,,,
1329,MH Cross (SCOT),6,194,59,32.33,0,,,,,,,,
1330,N Pradeep (SL),6,1,1*,0.50,0,14,4/31,21.07,0,0,0,-20.57,2019
1331,Hamid Hassan (AFG),6,15,7*,5.00,0,3,2/55,59.00,0,1,0,-53.99,2019
1332,Litton Das (BAN),6,260,94*,52.00,0,,,,,,,,
1333,CS MacLeod (SCOT),6,157,100,26.16,1,1,1/13,31.00,0,5,0,-4.83,2019
1334,DA Miller (SA),6,136,38,34.00,0,,,,,,,,
1335,C Munro (NZ),6,125,58*,25.00,0,0,,,,,,,
1336,HG Munsey (SCOT),6,142,61,23.66,0,,,,,,,,
1337,SM Sharif (SCOT),6,51,15*,25.50,0,7,3/23,36.28,0,0,0,-10.78,2019
1338,CD Wallace (SCOT),6,154,53*,30.80,0,,,,,,,,
1339,MRJ Watt (SCOT),6,14,8*,14.00,0,6,2/43,35.66,0,0,0,-21.66,2019
