,player,matches,runs,hs,batting_avg,_100,wkts,bb_inn,bowling_avg,_5w,catches_taken,stumping_made,avg_diff,season
1010,Shakib Al Hasan (BAN),1,3,3,3.00,0,5,4/82,25.20,0,1,0,-22.19,2021
1011,Shoriful Islam (BAN),1,0,0*,0.00,0,1,1/91,99.00,0,1,0,-98.99,2021
1012,Shubman Gill (IND),1,36,28,18.00,0,,,,,,,,
1013,OP Stone (ENG),1,35,20,17.50,0,3,2/92,32.33,0,0,0,-14.83,2021
1014,Tabish Khan (PAK),1,,,,,,,,,,,,
1015,JA Warrican (WI),1,7,6,3.50,0,0,,,,,,,
1016,CR Woakes (ENG),1,68,50,34.00,0,7,4/55,19.71,0,1,0,14.28,2021
1017,UT Yadav (IND),1,35,25,17.50,0,6,3/60,22.66,0,0,0,-5.16,2021
1018,Yasir Shah (PAK),1,4,4,2.00,0,0,,,,,,,
1019,WA Young (NZ),1,90,82,45.00,0,,,,,,,,
1020,SCJ Broad (ENG),7,138,42,17.25,0,29,4/41,27.17,0,3,0,-9.92,2022
1021,Z Crawley (ENG),7,276,69*,23.00,0,,,,,,,,
1022,MJ Leach (ENG),7,34,15,6.80,0,16,5/66,36.25,2,2,0,-29.44,2022
1023,AZ Lees (ENG),7,327,67,25.15,0,,,,,,,,
1024,OJ Pope (ENG),7,456,145,38.00,1,,,,,,,,
1025,JE Root (ENG),7,615,176,68.33,3,2,1/23,66.50,0,11,0,1.83,2022
1026,BA Stokes (ENG),7,368,103,40.88,1,18,4/33,25.66,0,6,0,15.22,2022
1027,JM Anderson (ENG),6,23,9,7.66,0,27,5/60,17.66,1,2,0,-9.99,2022
1028,JM Bairstow (ENG),6,681,162,75.66,4,,,,,,,,
1029,LD Chandimal (SL),6,719,206*,102.71,2,,,,,,,,
1030,N Dickwella (SL),6,221,61*,24.55,0,,,,,,,,
1031,BOP Fernando (SL),6,313,64,39.12,0,,,,,,,,
1032,BT Foakes (ENG),6,240,113*,40.00,1,,,,,,,,
1033,FDM Karunaratne (SL),6,403,86,40.30,0,0,,,,,,,
1034,AD Mathews (SL),6,521,199,65.12,2,,,,,,,,
1035,BKG Mendis (SL),6,324,85,32.40,0,0,,,,,,,
1036,RTM Mendis (SL),6,175,45*,21.87,0,20,5/47,37.30,1,1,0,-15.42,2022
1037,DM de Silva (SL),5,298,109,33.11,1,4,1/8,36.75,0,4,0,-3.63,2022
1038,MJ Potts (ENG),5,30,19,7.50,0,20,4/13,28.00,0,4,0,-20.49,2022
1039,AM Fernando (SL),4,14,5*,7.00,0,16,6/51,20.93,1,2,0,-13.93,2022
1040,Litton Das (BAN),4,382,141,54.57,1,,,,,,,,
1041,Mahmudul Hasan Joy (BAN),4,138,58,19.71,0,0,,,,,,,
1042,Najmul Hossain Shanto (BAN),4,96,42,13.71,0,0,,,,,,,
1043,CAK Rajitha (SL),4,19,12*,6.33,0,14,5/64,22.14,1,0,0,-15.80,2022
1044,Shakib Al Hasan (BAN),4,222,63,31.71,0,10,5/96,31.80,1,1,0,-0.08,2022
1045,Khaled Ahmed (BAN),4,1,1,0.20,0,10,5/106,38.40,1,0,0,-38.19,2022
1046,Tamim Iqbal (BAN),4,234,133,33.42,1,,,,,,,,
1047,TA Blundell (NZ),3,383,106,76.60,1,,,,,,,,
1048,TA Boult (NZ),3,55,17,18.33,0,16,5/106,28.93,1,3,0,-10.60,2022
1049,DP Conway (NZ),3,151,52,25.16,0,,,,,,,,
1050,Ebadot Hossain (BAN),3,25,21*,8.33,0,6,4/148,52.16,0,0,0,-43.83,2022
1051,D Elgar (SA),3,107,47,21.40,0,,,,,,,,
1052,SJ Erwee (SA),3,127,73,25.40,0,,,,,,,,
1053,NGRP Jayasuriya (SL),3,15,8,3.75,0,29,6/59,20.37,4,0,0,-16.62,2022
1054,TWM Latham (NZ),3,121,76,20.16,0,,,,,,,,
1055,KA Maharaj (SA),3,79,41,15.80,0,4,2/35,28.25,0,1,0,-12.44,2022
1056,DJ Mitchell (NZ),3,538,190,107.60,3,0,,,,,,,
1057,Mominul Haque (BAN),3,15,9,3.00,0,0,,,,,,,
1058,A Nortje (SA),3,45,28*,15.00,0,10,3/47,24.80,0,0,0,-9.79,2022
1059,KD Petersen (SA),3,122,42,24.40,0,,,,,,,,
1060,K Rabada (SA),3,48,36,12.00,0,14,5/52,23.35,1,1,0,-11.35,2022
1061,TG Southee (NZ),3,86,33,14.33,0,9,4/55,59.00,0,4,0,-44.66,2022
1062,K Verreynne (SA),3,61,21,15.25,0,,,,,,,,
1063,WA Young (NZ),3,133,56,22.16,0,,,,,,,,
1064,Abdullah Shafique (PAK),2,189,160*,63.00,1,,,,,,,,
1065,Agha Salman (PAK),2,83,62,20.75,0,1,1/41,119.00,0,1,0,-98.24,2022
1066,Babar Azam (PAK),2,271,119,67.75,1,0,,,,,,,
1067,SW Billings (ENG),2,36,36,36.00,0,,,,,,,,
1068,J Blackwood (WI),2,129,63,64.50,0,,,,,,,,
1069,NE Bonner (WI),2,33,33,11.00,0,,,,,,,,
1070,MG Bracewell (NZ),2,96,49,24.00,0,5,3/62,57.00,0,0,0,-32.99,2022
1071,KC Brathwaite (WI),2,150,94,50.00,0,,,,,,,,
1072,JD Campbell (WI),2,136,58*,68.00,0,,,,,,,,
1073,AT Carey (AUS),2,89,45,44.50,0,,,,,,,,
1074,PJ Cummins (AUS),2,47,26,15.66,0,2,1/25,60.00,0,1,0,-44.33,2022
1075,J Da Silva (WI),2,30,29,15.00,0,,,,,,,,
1076,L Embuldeniya (SL),2,8,6,2.00,0,1,1/104,177.00,0,0,0,-174.99,2022
1077,C Green (AUS),2,104,77,34.66,0,0,,,,,,,
1078,Hasan Ali (PAK),2,54,21,13.50,0,3,2/23,48.33,0,0,0,-34.83,2022
1079,TM Head (AUS),2,23,12,7.66,0,4,4/10,9.25,0,0,0,-1.58,2022
1080,Imam-ul-Haq (PAK),2,118,49,29.50,0,,,,,,,,
1081,KA Jamieson (NZ),2,21,14,5.25,0,6,4/79,27.50,0,0,0,-22.24,2022
1082,M Jansen (SA),2,82,48,27.33,0,9,5/35,13.11,1,0,0,14.22,2022
1083,JNT Seales (WI),2,6,5,3.00,0,9,3/21,16.88,0,0,0,-13.88,2022
1084,AS Joseph (WI),2,6,6,3.00,0,12,3/33,16.25,0,0,0,-13.24,2022
1085,UT Khawaja (AUS),2,137,71,45.66,0,,,,,,,,
1086,M Labuschagne (AUS),2,149,104,49.66,1,0,,,,,,,
1087,NM Lyon (AUS),2,25,15*,12.50,0,11,5/90,28.63,1,0,0,-16.13,2022
1088,AK Markram (SA),2,36,16,12.00,0,,,,,,,,
1089,KR Mayers (WI),2,153,146,76.50,1,6,2/10,16.00,0,2,0,60.50,2022
1090,Mehidy Hasan Miraz (BAN),2,17,9,4.25,0,7,4/59,22.85,0,1,0,-18.60,2022
1091,Mohammad Nawaz (3) (PAK),2,48,19*,16.00,0,10,5/88,26.10,1,0,0,-10.09,2022
1092,Mohammad Rizwan (PAK),2,120,40,30.00,0,,,,,,,,
1093,Mushfiqur Rahim (BAN),2,303,175*,151.50,2,,,,,,,,
1094,Naseem Shah (PAK),2,27,18,27.00,0,7,3/58,25.57,0,2,0,1.42,2022
1095,L Ngidi (SA),2,4,4*,2.00,0,2,1/15,44.00,0,0,0,-41.99,2022
1096,HM Nicholls (NZ),2,59,30,14.75,0,,,,,,,,
1097,P Nissanka (SL),2,43,23,14.33,0,,,,,,,,
1098,Nurul Hasan (BAN),2,131,64,43.66,0,,,,,,,,
1099,RA Reifer (WI),2,35,22,11.66,0,0,,,,,,,
1100,KAJ Roach (WI),2,18,18*,18.00,0,10,5/53,18.50,1,1,0,-0.49,2022
1101,OE Robinson (ENG),2,20,17,10.00,0,12,5/49,15.00,1,0,0,-4.99,2022
1102,Shoriful Islam (BAN),2,29,26,14.50,0,2,2/76,65.50,0,1,0,-50.99,2022
1103,SPD Smith (AUS),2,151,145*,75.50,1,,,,,,,,
1104,MA Starc (AUS),2,11,10,3.66,0,5,4/89,28.60,0,1,0,-24.93,2022
1105,MJ Swepson (AUS),2,4,3,1.33,0,8,3/55,24.00,0,1,0,-22.66,2022
1106,Taijul Islam (BAN),2,36,20,12.00,0,5,4/82,65.80,0,1,0,-53.79,2022
1107,M Theekshana (SL),2,59,38,19.66,0,5,2/28,37.60,0,1,0,-17.93,2022
1108,HE van der Dussen (SA),2,76,41,25.33,0,,,,,,,,
1109,DA Warner (AUS),2,64,25,21.33,0,,,,,,,,
1110,KS Williamson (NZ),2,96,48,24.00,0,,,,,,,,
1111,Yasir Shah (PAK),2,71,27,23.66,0,9,3/83,39.00,0,1,0,-15.33,2022
1112,Anamul Haque (BAN),1,27,23,13.50,0,,,,,,,,
1113,Azhar Ali (PAK),1,9,6,4.50,0,,,,,,,,
1114,HC Brook (ENG),1,12,12,12.00,0,,,,,,,,
1115,JJ Bumrah (IND),1,38,31*,38.00,0,5,3/68,28.40,0,1,0,9.60,2022
1116,C de Grandhomme (NZ),1,42,42*,42.00,0,1,1/24,27.00,0,0,0,15.00,2022
1117,Fawad Alam (PAK),1,25,24,12.50,0,,,,,,,,
1118,MVT Fernando (SL),1,17,17*,-,,,,,,,,,
1119,SR Harmer (SA),1,18,16,9.00,0,1,1/73,73.00,0,0,0,-63.99,2022
1120,MJ Henry (NZ),1,18,18,9.00,0,2,1/67,97.50,0,1,0,-88.49,2022
1121,SS Iyer (IND),1,34,19,17.00,0,,,,,,,,
1122,RA Jadeja (IND),1,127,104,63.50,1,0,,,,,,,
1123,P Jayawickrama (SL),1,0,0,0.00,0,0,,,,,,,
1124,V Kohli (IND),1,31,20,15.50,0,,,,,,,,
1125,PHKD Mendis (SL),1,61,61,61.00,0,,,,,,,,
1126,Mohammed Shami (IND),1,29,16,14.50,0,2,2/78,71.00,0,0,0,-56.49,2022
1127,Mohammed Siraj (IND),1,4,2*,4.00,0,4,4/66,41.00,0,0,0,-36.99,2022
1128,Mosaddek Hossain (BAN),1,9,9,4.50,0,0,,,,,,,
1129,G Motie (WI),1,23,23*,-,,,,,,,,,
1130,PWA Mulder (SA),1,17,14,8.50,0,0,,,,,,,
1131,Mustafizur Rahman (BAN),1,7,7,3.50,0,1,1/30,37.00,0,0,0,-33.49,2022
1132,Nayeem Hasan (BAN),1,9,9,9.00,0,6,6/105,30.66,1,1,0,-21.66,2022
1133,Noman Ali (PAK),1,1,1,1.00,0,2,1/54,59.00,0,0,0,-57.99,2022
1134,J Overton (ENG),1,97,97,97.00,0,2,1/61,73.00,0,0,0,24.00,2022
1135,RR Pant (IND),1,203,146,101.50,1,,,,,,,,
1136,MW Parkinson (ENG),1,8,8,8.00,0,1,1/47,47.00,0,0,0,-38.99,2022
1137,AY Patel (NZ),1,11,7,5.50,0,0,,,,,,,
1138,A Phillip (WI),1,9,9,9.00,0,2,2/30,26.50,0,0,0,-17.49,2022
1139,CA Pujara (IND),1,79,66,39.50,0,,,,,,,,
1140,RD Rickelton (SA),1,19,11,9.50,0,,,,,,,,
1141,Shaheen Shah Afridi (PAK),1,0,0,0.00,0,4,4/58,19.75,0,0,0,-19.74,2022
1142,Shubman Gill (IND),1,21,17,10.50,0,,,,,,,,
1143,SN Thakur (IND),1,5,4,2.50,0,1,1/48,113.00,0,0,0,-110.49,2022
1144,JDF Vandersay (SL),1,14,8,7.00,0,2,2/68,34.00,0,1,0,-26.99,2022
1145,GH Vihari (IND),1,31,20,15.50,0,,,,,,,,
1146,N Wagner (NZ),1,4,4,2.00,0,2,2/75,54.00,0,0,0,-51.99,2022
1147,DN Wellalage (SL),1,29,18,14.50,0,0,,,,,,,
1148,K Zondo (SA),1,39,23,19.50,0,,,,,,,,
