,player,matches,runs,hs,batting_avg,_100,wkts,bb_inn,bowling_avg,_5w,catches_taken,stumping_made,avg_diff,season
325,DS Smith (WI),2,93,65,23.25,0,,,,,,,,
326,TG Southee (NZ),2,72,40,18.00,0,8,4/83,49.00,0,2,0,-30.99,2015
327,DW Steyn (SA),2,2,2,2.00,0,6,3/30,18.00,0,0,0,-15.99,2015
328,LRPL Taylor (NZ),2,138,62,34.50,0,,,,,,,,
329,WU Tharanga (SL),2,98,48,24.50,0,,,,,,,,
330,S van Zyl (SA),2,67,34,67.00,0,1,1/23,28.00,0,1,0,39.00,2015
331,M Vijay (IND),2,232,150,77.33,1,0,,,,,,,
332,KDK Vithanage (SL),2,56,34,14.00,0,0,,,,,,,
333,BJ Watling (NZ),2,254,120,84.66,1,,,,,,,,
334,KS Williamson (NZ),2,165,132,41.25,1,3,3/15,7.33,0,1,0,33.91,2015
335,CJ Anderson (NZ),1,76,67,38.00,0,0,,,,,,,
336,SJ Benn (WI),1,2,2,2.00,0,2,2/115,100.00,0,1,0,-97.99,2015
337,R Chandrika (WI),1,0,0,0.00,0,,,,,,,,
338,Q de Kock (SA),1,0,0,0.00,0,,,,,,,,
339,Ehsan Adil (PAK),1,0,0,0.00,0,1,1/66,103.00,0,0,0,-102.99,2015
340,RAS Lakmal (SL),1,6,6*,6.00,0,1,1/48,112.00,0,0,0,-105.99,2015
341,Nasir Hossain (BAN),1,13,13*,-,,,,,,,,,
342,NV Ojha (IND),1,56,35,28.00,0,,,,,,,,
343,MDK Perera (SL),1,15,15,7.50,0,4,4/122,38.25,0,0,0,-30.74,2015
344,MDKJ Perera (SL),1,125,70,62.50,0,,,,,,,,
345,CA Pujara (IND),1,145,145*,145.00,1,,,,,,,,
346,Rahat Ali (PAK),1,2,2,2.00,0,5,3/74,31.20,0,0,0,-29.19,2015
347,L Ronchi (NZ),1,119,88,59.50,0,,,,,,,,
348,Rubel Hossain (BAN),1,2,2,2.00,0,0,,,,,,,
349,Shahadat Hossain (BAN),1,,,,,,,,,,,,
350,Shan Masood (PAK),1,138,125,69.00,1,,,,,,,,
351,PM Siddle (AUS),1,1,1,1.00,0,6,4/35,11.16,0,0,0,-10.16,2015
352,JC Tredwell (ENG),1,8,8,8.00,0,5,4/47,28.00,0,1,0,-19.99,2015
353,DJ Vilas (SA),1,,,,,,,,,,,,
354,MM Ali (ENG),7,505,155*,63.12,2,13,3/88,53.23,0,3,0,9.89,2016
355,JM Bairstow (ENG),7,753,167*,75.30,2,,,,,,,,
356,SCJ Broad (ENG),7,59,17,7.37,0,25,4/21,26.68,0,5,0,-19.30,2016
357,AN Cook (ENG),7,635,105,63.50,1,,,,,,,,
358,AD Hales (ENG),7,437,94,33.61,0,,,,,,,,
359,JE Root (ENG),7,599,254,54.45,1,1,1/0,46.00,0,15,0,8.45,2016
360,JM Vince (ENG),7,212,42,19.27,0,0,,,,,,,
361,JM Anderson (ENG),6,41,17,13.66,0,30,5/16,15.26,3,2,0,-1.59,2016
362,LD Chandimal (SL),6,422,132,38.36,2,,,,,,,,
363,ST Finn (ENG),6,89,17,14.83,0,12,3/26,45.75,0,2,0,-30.91,2016
364,HMRKB Herath (SL),6,228,61,22.80,0,35,7/64,18.85,3,4,0,3.94,2016
365,FDM Karunaratne (SL),6,170,50,15.45,0,,,,,,,,
366,AD Mathews (SL),6,277,80,25.18,0,1,1/20,122.00,0,8,0,-96.81,2016
367,BKG Mendis (SL),6,452,176,41.09,1,,,,,,,,
368,JK Silva (SL),6,326,115,27.16,1,,,,,,,,
369,CR Woakes (ENG),6,282,66,40.28,0,34,6/70,17.20,2,3,0,23.07,2016
370,Asad Shafiq (PAK),4,274,109,39.14,1,,,,,,,,
371,R Ashwin (IND),4,235,118,58.75,2,17,7/83,23.17,2,0,0,35.57,2016
372,Azhar Ali (PAK),4,295,139,42.14,1,0,,,,,,,
373,GS Ballance (ENG),4,195,70,27.85,0,,,,,,,,
374,J Blackwood (WI),4,146,63,24.33,0,,,,,,,,
375,TA Boult (NZ),4,0,0*,-,,,,,,,,,
376,KC Brathwaite (WI),4,200,74,33.33,0,3,3/65,55.00,0,5,0,-21.66,2016
377,DM Bravo (WI),4,139,59,19.85,0,,,,,,,,
378,RL Chase (WI),4,190,137*,38.00,1,8,5/121,41.75,1,0,0,-3.74,2016
379,SO Dowrich (WI),4,168,74,33.60,0,,,,,,,,
380,N Pradeep (SL),4,25,13*,12.50,0,12,4/107,30.66,0,1,0,-18.16,2016
381,ST Gabriel (WI),4,32,15,8.00,0,5,2/65,46.00,0,1,0,-37.99,2016
382,MJ Guptill (NZ),4,153,87,25.50,0,3,3/11,5.33,0,5,0,20.16,2016
383,JO Holder (WI),4,132,64*,26.40,0,1,1/72,239.00,0,2,0,-212.59,2016
384,V Kohli (IND),4,251,200,62.75,1,,,,,,,,
385,TWM Latham (NZ),4,262,136,43.66,2,,,,,,,,
386,Misbah-ul-Haq (PAK),4,282,114,40.28,1,,,,,,,,
387,Mohammad Amir (PAK),4,107,39*,21.40,0,12,2/39,42.41,0,0,0,-21.01,2016
388,Mohammed Shami (IND),4,17,17*,17.00,0,11,4/66,25.81,0,1,0,-8.81,2016
389,HM Nicholls (NZ),4,145,76,36.25,0,,,,,,,,
390,MDKJ Perera (SL),4,190,49,27.14,0,,,,,,,,
391,AM Rahane (IND),4,243,108*,121.50,1,,,,,,,,
392,WP Saha (IND),4,205,104,51.25,1,,,,,,,,
393,MN Samuels (WI),4,152,50,25.33,0,,,,,,,,
394,MJ Santner (NZ),4,16,16,8.00,0,9,2/16,28.00,0,2,0,-19.99,2016
395,Sarfaraz Ahmed (PAK),4,193,46*,32.16,0,,,,,,,,
396,I Sharma (IND),4,0,0,0.00,0,8,2/30,32.12,0,0,0,-32.12,2016
397,TG Southee (NZ),4,22,14,11.00,0,11,3/46,40.36,0,1,0,-29.36,2016
398,LRPL Taylor (NZ),4,367,173*,183.50,2,,,,,,,,
399,N Wagner (NZ),4,34,31,17.00,0,20,6/41,16.90,2,1,0,0.10,2016
400,BJ Watling (NZ),4,230,107,76.66,1,,,,,,,,
401,KS Williamson (NZ),4,356,113,89.00,1,0,,,,,,,
402,Yasir Shah (PAK),4,92,30,15.33,0,19,6/72,40.73,2,5,0,-25.40,2016
403,Younis Khan (PAK),4,340,218,48.57,1,,,,,,,,
404,D Bishoo (WI),3,69,45,23.00,0,4,3/163,67.50,0,0,0,-44.49,2016
405,NRD Compton (ENG),3,51,22*,12.75,0,,,,,,,,
406,ML Cummins (WI),3,26,24*,26.00,0,9,6/48,21.00,1,0,0,5.00,2016
407,DM de Silva (SL),3,325,129,65.00,1,2,1/12,31.50,0,1,0,33.50,2016
408,S Dhawan (IND),3,138,84,34.50,0,,,,,,,,
409,RMS Eranga (SL),3,7,2*,1.75,0,5,3/58,64.80,0,0,0,-63.04,2016
410,JR Hazlewood (AUS),3,12,7,3.00,0,7,3/21,32.71,0,0,0,-29.71,2016
411,RAS Lakmal (SL),3,20,11,5.00,0,6,3/90,52.16,0,2,0,-47.16,2016
412,NM Lyon (AUS),3,44,17,7.33,0,16,4/123,31.93,0,1,0,-24.60,2016
413,MR Marsh (AUS),3,163,53,27.16,0,2,1/30,59.00,0,2,0,-31.83,2016
414,Mohammad Hafeez (PAK),3,102,42,17.00,0,,,,,,,,
415,PM Nevill (AUS),3,51,24,8.50,0,,,,,,,,
416,MDK Perera (SL),3,116,64,19.33,0,15,6/70,24.80,1,1,0,-5.46,2016
417,CA Pujara (IND),3,62,46,31.00,0,,,,,,,,
418,Rahat Ali (PAK),3,31,15*,10.33,0,8,3/47,50.87,0,0,0,-40.54,2016
419,KL Rahul (IND),3,236,158,78.66,1,,,,,,,,
420,PADLR Sandakan (SL),3,33,19*,16.50,0,9,4/58,23.00,0,1,0,-6.49,2016
421,SPD Smith (AUS),3,247,119,41.16,1,0,,,,,,,
422,MA Starc (AUS),3,69,26,13.80,0,24,6/50,15.16,3,1,0,-1.36,2016
423,HDRL Thirimanne (SL),3,87,22,17.40,0,,,,,,,,
424,AC Voges (AUS),3,118,47,19.66,0,0,,,,,,,
425,Wahab Riaz (PAK),3,62,39,12.40,0,10,3/93,36.00,0,0,0,-23.59,2016
426,DA Warner (AUS),3,163,68,27.16,0,0,,,,,,,
427,HM Amla (SA),2,112,58,37.33,0,,,,,,,,
428,T Bavuma (SA),2,94,46,47.00,0,,,,,,,,
429,DAJ Bracewell (NZ),2,48,30,24.00,0,3,1/19,56.66,0,2,0,-32.66,2016
430,JA Burns (AUS),2,34,29,8.50,0,,,,,,,,
431,R Chandrika (WI),2,53,31,13.25,0,,,,,,,,
432,CJ Chibhabha (ZIM),2,103,60,25.75,0,1,1/44,111.00,0,0,0,-85.24,2016
433,MT Chinouya (ZIM),2,1,1,0.50,0,3,1/45,62.66,0,0,0,-62.16,2016
434,SC Cook (SA),2,80,56,26.66,0,,,,,,,,
435,AG Cremer (ZIM),2,42,33,10.50,0,2,1/147,196.50,0,0,0,-185.99,2016
436,Q de Kock (SA),2,165,82,55.00,0,,,,,,,,
437,JP Duminy (SA),2,102,88,34.00,0,,,,,,,,
438,F du Plessis (SA),2,141,112*,70.50,1,,,,,,,,
439,CR Ervine (ZIM),2,236,146,59.00,1,,,,,,,,
440,JM Holland (AUS),2,1,1,1.00,0,5,2/72,54.80,0,0,0,-53.79,2016
441,LR Johnson (WI),2,32,23,10.66,0,,,,,,,,
442,UT Khawaja (AUS),2,55,26,13.75,0,,,,,,,,
443,B Kumar (IND),2,0,0,0.00,0,6,5/33,9.83,1,1,0,-9.83,2016
444,PS Masvaure (ZIM),2,55,42,13.75,0,0,,,,,,,
445,A Mishra (IND),2,74,53,37.00,0,6,2/43,38.66,0,0,0,-1.66,2016
446,VD Philander (SA),2,30,14,10.00,0,4,2/34,22.25,0,0,0,-12.24,2016
447,DL Piedt (SA),2,9,9,9.00,0,2,1/36,44.00,0,0,0,-34.99,2016
448,K Rabada (SA),2,39,32*,39.00,0,5,3/62,23.20,0,1,0,15.80,2016
449,Sami Aslam (PAK),2,167,82,55.66,0,,,,,,,,
450,Shan Masood (PAK),2,71,39,17.75,0,0,,,,,,,
451,RG Sharma (IND),2,50,41,25.00,0,,,,,,,,
452,Sikandar Raza (ZIM),2,62,37,15.50,0,1,1/106,123.00,0,0,0,-107.49,2016
453,IS Sodhi (NZ),2,11,11,11.00,0,8,4/60,24.87,0,1,0,-13.87,2016
454,Sohail Khan (PAK),2,45,36,15.00,0,13,5/68,25.00,2,0,0,-9.99,2016
455,DW Steyn (SA),2,15,13*,15.00,0,10,5/33,10.20,1,0,0,4.80,2016
456,BA Stokes (ENG),2,46,34,23.00,0,3,2/39,28.33,0,1,0,-5.33,2016
457,DT Tiripano (ZIM),2,88,49*,29.33,0,3,1/14,66.00,0,0,0,-36.66,2016
458,M Vijay (IND),2,7,7,7.00,0,,,,,,,,
459,SC Williams (ZIM),2,147,119,36.75,1,1,1/62,62.00,0,1,0,-25.24,2016
460,UT Yadav (IND),2,19,19,19.00,0,5,4/41,29.80,0,0,0,-10.79,2016
461,JT Ball (ENG),1,7,4,3.50,0,1,1/51,88.00,0,0,0,-84.49,2016
462,CR Brathwaite (WI),1,51,51*,51.00,0,0,,,,,,,
463,RW Chakabva (ZIM),1,11,11,5.50,0,,,,,,,,
464,PVD Chameera (SL),1,2,2,1.00,0,3,3/64,21.33,0,1,0,-20.33,2016
465,BB Chari (ZIM),1,9,5,4.50,0,,,,,,,,
466,D Elgar (SA),1,19,19,19.00,0,,,,,,,,
467,MVT Fernando (SL),1,0,0*,0.00,0,1,1/16,16.00,0,0,0,-15.99,2016
468,MC Henriques (AUS),1,8,4,4.00,0,0,,,,,,,
469,Iftikhar Ahmed (PAK),1,4,4,4.00,0,1,1/1,13.00,0,1,0,-8.99,2016
470,RA Jadeja (IND),1,22,16,11.00,0,3,2/20,15.66,0,1,0,-4.66,2016
471,AS Joseph (WI),1,0,0,0.00,0,3,3/69,30.66,0,0,0,-30.66,2016
472,SE Marsh (AUS),1,153,130,76.50,1,,,,,,,,
473,H Masakadza (ZIM),1,19,15,9.50,0,1,1/25,25.00,0,1,0,-15.49,2016
474,TMK Mawoyo (ZIM),1,61,35,30.50,0,,,,,,,,
475,PJ Moor (ZIM),1,72,71,36.00,0,,,,,,,,
476,J Nyumbu (ZIM),1,8,8,8.00,0,0,,,,,,,
477,SNJ O'Keefe (AUS),1,27,23,13.50,0,3,2/32,24.66,0,0,0,-11.16,2016
478,MD Shanaka (SL),1,4,4,2.00,0,3,3/46,15.33,0,0,0,-13.33,2016
479,TAM Siriwardana (SL),1,35,35,17.50,0,3,2/35,24.00,0,0,0,-6.49,2016
480,S van Zyl (SA),1,40,35,20.00,0,0,,,,,,,
481,MM Ali (ENG),7,361,87,32.81,0,30,6/53,21.30,2,4,0,11.51,2017
482,JM Anderson (ENG),7,27,12,9.00,0,39,7/42,14.10,3,5,0,-5.10,2017
483,JM Bairstow (ENG),7,389,99,32.41,0,,,,,,,,
484,SCJ Broad (ENG),7,129,57*,16.12,0,20,3/34,33.90,0,2,0,-17.77,2017
485,AN Cook (ENG),7,572,243,44.00,1,,,,,,,,
486,JE Root (ENG),7,729,190,60.75,2,0,,,,,,,
487,BA Stokes (ENG),7,527,112,43.91,2,16,6/22,31.31,1,16,0,12.60,2017
488,KC Brathwaite (WI),6,384,134,32.00,1,0,,,,,,,
489,RL Chase (WI),6,483,131,48.30,2,13,4/103,40.61,0,3,0,7.68,2017
490,SO Dowrich (WI),6,133,56,12.09,0,,,,,,,,
491,JO Holder (WI),6,268,58,29.77,0,18,4/54,29.05,0,2,0,0.72,2017
492,SD Hope (WI),6,524,147,47.63,2,,,,,,,,
493,KOA Powell (WI),6,303,49,25.25,0,,,,,,,,
494,D Bishoo (WI),5,97,28,12.12,0,12,3/116,40.41,0,1,0,-28.29,2017
495,ST Gabriel (WI),5,19,10,3.16,0,22,5/11,24.72,1,2,0,-21.56,2017
496,DJ Malan (ENG),5,189,65,23.62,0,0,,,,,,,
497,T Westley (ENG),5,193,59,24.12,0,0,,,,,,,
498,HM Amla (SA),4,329,87,41.12,0,,,,,,,,
499,T Bavuma (SA),4,257,59,32.12,0,0,,,,,,,
500,Q de Kock (SA),4,185,68,23.12,0,,,,,,,,
501,N Dickwella (SL),4,314,81,39.25,0,,,,,,,,
502,D Elgar (SA),4,291,136,36.37,1,0,,,,,,,
503,KK Jennings (ENG),4,127,48,15.87,0,0,,,,,,,
504,AS Joseph (WI),4,35,8,4.37,0,10,3/53,39.30,0,1,0,-34.92,2017
505,FDM Karunaratne (SL),4,359,141,44.87,1,1,1/31,61.00,0,7,0,-16.12,2017
506,HG Kuhn (SA),4,113,34,14.12,0,,,,,,,,
507,KA Maharaj (SA),4,83,24*,13.83,0,17,4/85,30.35,0,1,0,-16.51,2017
508,AD Mathews (SL),4,248,83,31.00,0,,,,,,,,
509,BKG Mendis (SL),4,277,110,34.62,1,0,,,,,,,
510,M Morkel (SA),4,78,20*,15.60,0,19,4/41,26.36,0,2,0,-10.76,2017
511,MDK Perera (SL),4,212,92*,42.40,0,6,3/95,93.50,0,4,0,-51.09,2017
512,TS Roland-Jones (ENG),4,82,25,20.50,0,17,5/57,19.64,1,0,0,0.85,2017
513,WU Tharanga (SL),4,186,71,23.25,0,,,,,,,,
514,Asad Shafiq (PAK),3,67,22,13.40,0,0,,,,,,,
515,R Ashwin (IND),3,132,54,44.00,0,17,5/69,25.88,1,0,0,18.11,2017
516,Azhar Ali (PAK),3,261,127,43.50,2,1,1/15,22.00,0,5,0,21.50,2017
517,Babar Azam (PAK),3,136,72,27.20,0,,,,,,,,
518,J Blackwood (WI),3,187,79*,37.40,0,,,,,,,,
519,LD Chandimal (SL),3,166,55,27.66,0,,,,,,,,
520,S Dhawan (IND),3,358,190,89.50,2,,,,,,,,
521,F du Plessis (SA),3,171,63,28.50,0,,,,,,,,
522,HMRKB Herath (SL),3,50,22,16.66,0,16,6/133,37.25,2,0,0,-20.58,2017
523,SO Hetmyer (WI),3,96,25,16.00,0,,,,,,,,
524,KA Hope (WI),3,41,25,6.83,0,,,,,,,,
525,V Kohli (IND),3,161,103*,53.66,1,,,,,,,,
526,CBRLS Kumara (SL),3,13,10,4.33,0,7,3/131,62.00,0,1,0,-57.66,2017
527,Misbah-ul-Haq (PAK),3,271,99*,67.75,0,,,,,,,,
528,Mohammad Abbas (PAK),3,6,4,3.00,0,15,5/46,19.20,1,1,0,-16.19,2017
529,Mohammad Amir (PAK),3,75,27,15.00,0,13,6/44,17.46,1,1,0,-2.46,2017
530,Mohammed Shami (IND),3,57,30,19.00,0,10,3/32,17.70,0,1,0,1.30,2017
531,HH Pandya (IND),3,178,108,59.33,1,4,2/31,23.75,0,4,0,35.58,2017
532,VD Philander (SA),3,177,54,44.25,0,10,3/24,23.40,0,1,0,20.85,2017
533,CA Pujara (IND),3,309,153,77.25,2,,,,,,,,
534,K Rabada (SA),3,85,30,14.16,0,16,4/91,28.43,0,3,0,-14.27,2017
535,AM Rahane (IND),3,229,132,76.33,1,,,,,,,,
536,KAJ Roach (WI),3,26,12,6.50,0,11,5/72,29.81,1,0,0,-23.31,2017
537,WP Saha (IND),3,99,67,33.00,0,,,,,,,,
538,Sarfaraz Ahmed (PAK),3,141,54,28.20,0,,,,,,,,
539,VA Singh (WI),3,63,32,10.50,0,,,,,,,,
540,MD Stoneman (ENG),3,120,52,30.00,0,,,,,,,,
541,UT Yadav (IND),3,22,11*,-,,,,,,,,,
542,Yasir Shah (PAK),3,70,38*,17.50,0,25,7/94,21.96,3,2,0,-4.45,2017
543,Younis Khan (PAK),3,122,58,20.33,0,,,,,,,,
544,AC Agar (AUS),2,65,41*,32.50,0,7,3/46,23.14,0,0,0,9.35,2017
545,Ahmed Shehzad (PAK),2,121,70,30.25,0,,,,,,,,
546,GS Ballance (ENG),2,85,34,21.25,0,,,,,,,,
547,PJ Cummins (AUS),2,62,33*,31.00,0,6,3/63,29.00,0,2,0,2.00,2017
548,LA Dawson (ENG),2,18,13,6.00,0,5,2/34,33.80,0,2,0,-27.79,2017
549,TB de Bruyn (SA),2,60,48,15.00,0,0,,,,,,,
550,N Pradeep (SL),2,11,10,2.75,0,6,6/132,43.00,1,0,0,-40.24,2017
551,DAS Gunaratne (SL),2,125,80*,125.00,0,2,2/28,14.00,0,1,0,111.00,2017
552,PSP Handscomb (AUS),2,146,82,48.66,0,,,,,,,,
553,Imrul Kayes (BAN),2,21,15,5.25,0,,,,,,,,
554,RA Jadeja (IND),2,85,70*,85.00,0,13,5/152,28.76,1,0,0,56.23,2017
555,NM Lyon (AUS),2,12,12,4.00,0,22,7/94,14.31,3,0,0,-10.31,2017
556,GJ Maxwell (AUS),2,100,38,33.33,0,1,1/15,52.00,0,1,0,-18.66,2017
557,Mehidy Hasan Miraz (BAN),2,69,26,23.00,0,8,3/62,29.37,0,0,0,-6.37,2017
558,CH Morris (SA),2,75,36,18.75,0,8,3/38,25.75,0,3,0,-6.99,2017
559,Mushfiqur Rahim (BAN),2,158,68,39.50,0,,,,,,,,
560,Mustafizur Rahman (BAN),2,0,0*,0.00,0,5,4/84,24.20,0,0,0,-24.19,2017
561,Nasir Hossain (BAN),2,73,45,18.25,0,0,,,,,,,
562,D Olivier (SA),2,4,4,2.00,0,7,3/38,27.57,0,0,0,-25.57,2017
563,PM Pushpakumara (SL),2,42,16,14.00,0,5,3/82,47.60,0,0,0,-33.59,2017
564,KL Rahul (IND),2,142,85,71.00,0,,,,,,,,
565,MT Renshaw (AUS),2,76,45,19.00,0,,,,,,,,
566,Sabbir Rahman (BAN),2,112,66,28.00,0,0,,,,,,,
567,Shakib Al Hasan (BAN),2,115,84,28.75,0,12,5/68,22.50,2,0,0,6.25,2017
568,SPD Smith (AUS),2,119,58,29.75,0,,,,,,,,
569,Soumya Sarkar (BAN),2,65,33,16.25,0,,,,,,,,
570,Taijul Islam (BAN),2,21,9,5.25,0,6,3/60,32.66,0,2,0,-27.41,2017
571,Tamim Iqbal (BAN),2,170,78,42.50,0,,,,,,,,
572,MS Wade (AUS),2,17,8,5.66,0,,,,,,,,
573,DA Warner (AUS),2,251,123,62.75,2,,,,,,,,
574,MA Wood (ENG),2,34,28,8.50,0,1,1/3,197.00,0,1,0,-188.49,2017
575,HWR Cartwright (AUS),1,18,18,18.00,0,0,,,,,,,
576,RW Chakabva (ZIM),1,18,12,9.00,0,,,,,,,,
577,AG Cremer (ZIM),1,61,48,30.50,0,9,5/125,30.55,1,2,0,-0.05,2017
578,ML Cummins (WI),1,0,0*,0.00,0,1,1/87,87.00,0,0,0,-86.99,2017
579,DM de Silva (SL),1,17,17,8.50,0,0,,,,,,,
580,JP Duminy (SA),1,17,15,8.50,0,0,,,,,,,
581,CR Ervine (ZIM),1,165,160,82.50,1,,,,,,,,
582,MVT Fernando (SL),1,4,4*,4.00,0,2,2/87,43.50,0,0,0,-39.49,2017
583,MD Gunathilaka (SL),1,18,16,9.00,0,1,1/16,57.00,0,1,0,-47.99,2017
584,Hasan Ali (PAK),1,23,15*,-,,,,,,,,,
585,JR Hazlewood (AUS),1,5,5,2.50,0,0,,,,,,,
586,UT Khawaja (AUS),1,2,1,1.00,0,0,,,,,,,
587,Kuldeep Yadav (IND),1,26,26,26.00,0,5,4/40,19.20,0,0,0,6.80,2017
588,RAS Lakmal (SL),1,14,14,14.00,0,0,,,,,,,
589,H Masakadza (ZIM),1,26,19,13.00,0,,,,,,,,
590,Mominul Haque (BAN),1,60,31,30.00,0,0,,,,,,,
591,PJ Moor (ZIM),1,59,40,29.50,0,,,,,,,,
592,CB Mpofu (ZIM),1,9,9*,-,,,,,,,,,
593,A Mukund (IND),1,93,81,46.50,0,,,,,,,,
594,TK Musakanda (ZIM),1,6,6,3.00,0,,,,,,,,
595,SNJ O'Keefe (AUS),1,8,8*,-,,,,,,,,,
596,PADLR Sandakan (SL),1,18,10,9.00,0,5,5/132,26.40,1,1,0,-17.39,2017
597,Shadab Khan (PAK),1,17,16,8.50,0,1,1/90,145.00,0,0,0,-136.49,2017
598,Shafiul Islam (BAN),1,22,13,11.00,0,0,,,,,,,
599,Shan Masood (PAK),1,30,21,15.00,0,,,,,,,,
600,Sikandar Raza (ZIM),1,163,127,81.50,1,0,,,,,,,
601,DT Tiripano (ZIM),1,46,27,23.00,0,1,1/38,38.00,0,0,0,-14.99,2017
602,Wahab Riaz (PAK),1,9,9,9.00,0,2,1/29,47.50,0,1,0,-38.49,2017
603,MN Waller (ZIM),1,104,68,52.00,0,0,,,,,,,
604,SC Williams (ZIM),1,44,22,22.00,0,4,2/62,52.00,0,1,0,-29.99,2017
605,CR Woakes (ENG),1,84,61*,84.00,0,2,1/44,61.00,0,0,0,23.00,2017
606,JM Anderson (ENG),7,20,11,10.00,0,33,5/20,18.39,1,1,0,-8.39,2018
607,JM Bairstow (ENG),7,278,93,23.16,0,,,,,,,,
608,SCJ Broad (ENG),7,89,38,8.90,0,23,4/44,26.73,0,3,0,-17.83,2018
609,JC Buttler (ENG),7,510,106,46.36,1,,,,,,,,
610,AN Cook (ENG),7,444,147,37.00,1,,,,,,,,
611,JE Root (ENG),7,436,125,36.33,1,0,,,,,,,
612,KK Jennings (ENG),6,192,42,19.20,0,0,,,,,,,
613,AM Rahane (IND),6,267,81,24.27,0,,,,,,,,
614,KL Rahul (IND),6,353,149,32.09,1,,,,,,,,
615,I Sharma (IND),6,50,14,5.55,0,22,5/51,21.90,1,1,0,-16.35,2018
616,R Ashwin (IND),5,144,33*,20.57,0,16,4/27,26.18,0,1,0,-5.61,2018
617,KC Brathwaite (WI),5,343,121,42.87,2,0,,,,,,,
618,RL Chase (WI),5,177,41,19.66,0,6,4/15,16.83,0,5,0,2.83,2018
619,ML Cummins (WI),5,26,14,6.50,0,9,3/11,33.55,0,1,0,-27.05,2018
620,SM Curran (ENG),5,292,78,36.50,0,13,4/74,23.23,0,0,0,13.26,2018
621,S Dhawan (IND),5,269,107,29.88,1,,,,,,,,
622,N Dickwella (SL),5,215,62,23.88,0,,,,,,,,
623,SO Dowrich (WI),5,310,125*,44.28,1,,,,,,,,
624,ST Gabriel (WI),5,28,12,4.66,0,28,8/62,15.64,3,0,0,-10.97,2018
625,JO Holder (WI),5,265,74,37.85,0,28,6/59,12.00,3,7,0,25.85,2018
626,SD Hope (WI),5,214,67,23.77,0,,,,,,,,
627,V Kohli (IND),5,593,149,59.30,2,,,,,,,,
628,RAS Lakmal (SL),5,76,33*,10.85,0,15,3/21,19.40,0,2,0,-8.54,2018
629,BKG Mendis (SL),5,348,102,34.80,1,0,,,,,,,
630,Mohammed Shami (IND),5,27,10*,3.00,0,16,4/57,38.87,0,2,0,-35.87,2018
631,HH Pandya (IND),5,235,71,29.37,0,10,5/28,27.10,1,0,0,2.27,2018
632,KOA Powell (WI),5,261,88,29.00,0,,,,,,,,
633,CA Pujara (IND),5,313,132*,39.12,1,,,,,,,,
634,AU Rashid (ENG),5,119,33*,19.83,0,10,3/101,30.90,0,1,0,-11.06,2018
635,ARS Silva (SL),5,152,48,16.88,0,,,,,,,,
636,DS Smith (WI),5,167,61,18.55,0,,,,,,,,
637,BA Stokes (ENG),5,247,62,24.70,0,17,4/40,28.29,0,2,0,-3.59,2018
638,D Bishoo (WI),4,77,40,15.40,0,4,3/48,41.75,0,4,0,-26.34,2018
639,DM de Silva (SL),4,120,60,15.00,0,0,,,,,,,
640,MDK Perera (SL),4,77,23*,19.25,0,19,6/32,19.52,1,1,0,-0.27,2018
641,KAJ Roach (WI),4,130,39,43.33,0,16,5/8,18.06,1,0,0,25.27,2018
642,Asad Shafiq (PAK),3,154,62,30.80,0,,,,,,,,
643,Azhar Ali (PAK),3,73,50,12.16,0,,,,,,,,
644,JJ Bumrah (IND),3,6,6,2.00,0,14,5/85,25.92,1,1,0,-23.92,2018
645,Faheem Ashraf (PAK),3,123,83,30.75,0,5,3/60,37.60,0,0,0,-6.84,2018
646,MD Gunathilaka (SL),3,211,61,35.16,0,0,,,,,,,
647,Haris Sohail (PAK),3,152,39*,30.40,0,0,,,,,,,
648,HMRKB Herath (SL),3,41,35,8.20,0,15,6/98,21.73,1,1,0,-13.53,2018
649,Imam-ul-Haq (PAK),3,137,74*,34.25,0,,,,,,,,
650,KD Karthik (IND),3,25,20,5.00,0,,,,,,,,
651,CBRLS Kumara (SL),3,8,8,2.00,0,17,4/58,19.88,0,0,0,-17.88,2018
652,DJ Malan (ENG),3,74,28,14.80,0,,,,,,,,
653,AD Mathews (SL),3,159,71,26.50,0,,,,,,,,
654,Mohammad Abbas (PAK),3,11,5,5.50,0,19,5/66,13.26,1,1,0,-7.76,2018
655,Mohammad Amir (PAK),3,57,24*,28.50,0,12,4/36,18.41,0,1,0,10.08,2018
656,RR Pant (IND),3,162,114,27.00,1,,,,,,,,
657,MDKJ Perera (SL),3,92,32,18.40,0,,,,,,,,
658,Sarfaraz Ahmed (PAK),3,59,20,11.80,0,,,,,,,,
659,Shadab Khan (PAK),3,171,56,42.75,0,7,3/31,34.42,0,0,0,8.32,2018
660,M Vijay (IND),3,131,105,26.20,1,,,,,,,,
661,CR Woakes (ENG),3,166,137*,55.33,1,12,3/55,20.00,0,1,0,35.33,2018
662,Abu Jayed (BAN),2,2,2,0.66,0,7,3/38,20.42,0,0,0,-19.76,2018
663,MM Ali (ENG),2,119,50,29.75,0,12,5/63,21.00,1,1,0,8.75,2018
664,HM Amla (SA),2,40,19,10.00,0,,,,,,,,
665,Babar Azam (PAK),2,141,68*,70.50,0,,,,,,,,
666,T Bavuma (SA),2,93,63,23.25,0,,,,,,,,
667,DM Bess (ENG),2,111,57,37.00,0,3,3/33,40.33,0,1,0,-3.33,2018
